n_users,empirical_ratio_mean,empirical_ratio_std,theorem2_bound_mean,theorem2_bound_std,v_optimal_mean,v_empty_mean,count
6,0.3749791342665483,0.5302919218742824,2.9722971376502025,1.325638905666867,6592697.630465905,177.12102504903635,2
8,0.8624435150397565,0.08332719009948265,2.096272133295314,1.0861129171550539,171.2898924307441,253.21072807409405,2
10,0.8435236377443616,0.22129099302213492,10.155040633332353,0.0,188.6504977235856,284.35146772206883,2
