pE,pN,combined_gap
5.669148936,0.6414893617,17.650093480000002
5.817021277,0.6414893617,17.008772090000008
5.964893617,0.6414893617,16.375579230000007
6.112765957,0.6414893617,15.750213440000003
6.260638298,0.6414893617,15.132391450000007
6.408510638,0.6414893617,14.521846670000002
6.556382979,0.6414893617,13.918327860000005
6.704255319,0.6414893617,13.321597910000001
6.85212766,0.6414893617,25.981137530000005
7.0,0.6414893617,25.539943110000003
0.05,0.7893617021,59.96524532
0.1978723404,0.7893617021,51.629204349999995
0.3457446809,0.7893617021,47.62727638
0.4936170213,0.7893617021,43.41094165999999
0.6414893617,0.7893617021,41.210740099999995
0.7893617021,0.7893617021,38.94153623999999
0.9372340426,0.7893617021,36.596400169999995
1.085106383,0.7893617021,34.167158119999996
1.232978723,0.7893617021,31.64405544
1.380851064,0.7893617021,29.015292389999995
1.528723404,0.7893617021,29.015292389999995
1.676595745,0.7893617021,26.266368259999997
1.824468085,0.7893617021,23.379127539999995
1.972340426,0.7893617021,17.744680849999998
2.120212766,0.7893617021,17.744680849999998
2.268085106,0.7893617021,14.548349849999997
2.415957447,0.7893617021,13.299123329999997
2.563829787,0.7893617021,11.671223699999995
2.711702128,0.7893617021,9.491885450000002
2.859574468,0.7893617021,9.491885450000002
3.007446809,0.7893617021,7.44780742
3.155319149,0.7893617021,7.44780742
3.303191489,0.7893617021,10.007677479999998
3.45106383,0.7893617021,8.80597796
3.59893617,0.7893617021,7.629905440000002
3.746808511,0.7893617021,6.477887180000003
3.894680851,0.7893617021,5.348505000000003
4.042553191,0.7893617021,4.240474810000002
4.190425532,0.7893617021,3.1526295500000003
4.338297872,0.7893617021,2.0839047199999996
4.486170213,0.7893617021,1.0333262300000001
4.634042553,0.7893617021,0.0
4.781914894,0.7893617021,10.078207300000003
4.929787234,0.7893617021,17.986297470000004
5.077659574,0.7893617021,17.299045290000002
5.225531915,0.7893617021,16.621768270000004
5.373404255,0.7893617021,15.954044270000004
5.521276596,0.7893617021,15.29548011
5.669148936,0.7893617021,14.64570886
5.817021277,0.7893617021,14.004387470000005
5.964893617,0.7893617021,13.371194610000003
6.112765957,0.7893617021,12.74582882
6.260638298,0.7893617021,12.128006830000004
6.408510638,0.7893617021,24.329791399999998
6.556382979,0.7893617021,23.873704590000003
6.704255319,0.7893617021,23.42274821
6.85212766,0.7893617021,22.976752910000002
7.0,0.7893617021,22.53555849
0.05,0.9372340426,56.81261577
0.1978723404,0.9372340426,45.71431074
0.3457446809,0.9372340426,41.712382770000005
0.4936170213,0.9372340426,37.49604805
0.6414893617,0.9372340426,35.29584649
0.7893617021,0.9372340426,33.02664263
0.9372340426,0.9372340426,30.681506560000003
1.085106383,0.9372340426,28.252264510000003
1.232978723,0.9372340426,25.729161830000002
1.380851064,0.9372340426,23.10039878
1.528723404,0.9372340426,23.10039878
1.676595745,0.9372340426,20.35147465
1.824468085,0.9372340426,17.46423393
1.972340426,0.9372340426,11.829787240000002
2.120212766,0.9372340426,11.829787240000002
2.268085106,0.9372340426,8.633456240000001
2.415957447,0.9372340426,7.38422972
2.563829787,0.9372340426,5.756330089999999
2.711702128,0.9372340426,3.576991840000005
2.859574468,0.9372340426,3.576991840000005
3.007446809,0.9372340426,1.5329138100000037
3.155319149,0.9372340426,8.08412645
3.303191489,0.9372340426,6.855047929999998
3.45106383,0.9372340426,5.6533484099999995
3.59893617,0.9372340426,4.477275890000001
3.746808511,0.9372340426,3.325257630000003
3.894680851,0.9372340426,2.1958754500000026
4.042553191,0.9372340426,1.0878452600000017
4.190425532,0.9372340426,0.0
4.338297872,0.9372340426,9.496946000000001
4.486170213,0.9372340426,8.625744150000003
4.634042553,0.9372340426,16.23994998
4.781914894,0.9372340426,15.531349419999998
4.929787234,0.9372340426,14.833667920000003
5.077659574,0.9372340426,14.146415740000002
5.225531915,0.9372340426,13.469138720000004
5.373404255,0.9372340426,12.801414720000004
5.521276596,0.9372340426,12.14285056
5.669148936,0.9372340426,11.493079309999999
5.817021277,0.9372340426,10.851757920000004
5.964893617,0.9372340426,10.218565060000003
6.112765957,0.9372340426,22.10545417
6.260638298,0.9372340426,21.638558269999997
6.408510638,0.9372340426,21.177161849999997
6.556382979,0.9372340426,20.721075040000002
6.704255319,0.9372340426,20.27011866
6.85212766,0.9372340426,19.82412336
7.0,0.9372340426,34.707405969999996
0.05,1.085106383,53.48735814
0.1978723404,1.085106383,39.79941712
0.3457446809,1.085106383,35.797489150000004
0.4936170213,1.085106383,31.581154429999998
0.6414893617,1.085106383,29.38095287
0.7893617021,1.085106383,27.111749009999997
0.9372340426,1.085106383,24.76661294
1.085106383,1.085106383,22.337370890000003
1.232978723,1.085106383,19.81426821
1.380851064,1.085106383,17.185505159999998
1.528723404,1.085106383,17.185505159999998
1.676595745,1.085106383,14.43658103
1.824468085,1.085106383,11.549340309999998
1.972340426,1.085106383,5.914893620000001
2.120212766,1.085106383,5.914893620000001
2.268085106,1.085106383,4.856989159999998
2.415957447,1.085106383,3.1536827999999986
2.563829787,1.085106383,1.502170839999998
2.711702128,1.085106383,8.631265509999999
2.859574468,1.085106383,7.30725357
3.007446809,1.085106383,6.017287529999997
3.155319149,1.085106383,4.7588688199999964
3.303191489,1.085106383,3.529790299999995
3.45106383,1.085106383,2.3280907799999966
3.59893617,1.085106383,1.1520182599999984
3.746808511,1.085106383,0.0
3.894680851,1.085106383,8.87888813
4.042553191,1.085106383,7.960043919999997
4.190425532,1.085106383,15.111527559999999
4.338297872,1.085106383,14.366811979999994
4.486170213,1.085106383,13.634741249999998
