pE,pN,gap_value
2.063559322,1.056779661,8.442211
2.147457627,1.056779661,6.993517
2.231355932,1.056779661,7.9325362
2.315254237,1.056779661,5.8490886
2.399152542,1.056779661,7.6513663
2.483050847,1.056779661,7.3508811
2.566949153,1.056779661,8.4683699
2.650847458,1.056779661,12.1690658
2.734745763,1.056779661,17.9396932
2.818644068,1.056779661,22.8137183
2.902542373,1.056779661,25.732983
2.986440678,1.056779661,25.6743799
3.070338983,1.056779661,24.1798103
3.154237288,1.056779661,26.9110758
3.238135593,1.056779661,31.5435014
3.322033898,1.056779661,30.7930425
3.405932203,1.056779661,36.0813503
3.489830508,1.056779661,35.6125275
3.573728814,1.056779661,36.9757546
3.657627119,1.056779661,40.8547622
3.741525424,1.056779661,43.2681112
3.825423729,1.056779661,44.5036855
3.909322034,1.056779661,45.7234735
3.993220339,1.056779661,45.5279346
4.077118644,1.056779661,47.4349244
4.161016949,1.056779661,49.7115413
4.244915254,1.056779661,51.8753793
4.328813559,1.056779661,51.1264023
4.412711864,1.056779661,52.198589
4.496610169,1.056779661,56.0736852
4.580508475,1.056779661,60.564167
4.66440678,1.056779661,60.0893983
4.748305085,1.056779661,59.5669287
4.83220339,1.056779661,59.0749712
4.916101695,1.056779661,63.6586691
5,1.056779661,66.0847081
0.05,1.140677966,166.386193
0.1338983051,1.140677966,124.2675326
0.2177966102,1.140677966,98.4435136
0.3016949153,1.140677966,80.307867
0.3855932203,1.140677966,64.685855
0.4694915254,1.140677966,53.7681369
0.5533898305,1.140677966,43.0666707
0.6372881356,1.140677966,37.9543634
0.7211864407,1.140677966,31.4243438
0.8050847458,1.140677966,24.9780054
0.8889830508,1.140677966,20.3023079
0.9728813559,1.140677966,15.0997523
1.056779661,1.140677966,15.0739381
1.140677966,1.140677966,16.0770473
1.224576271,1.140677966,13.6553215
1.308474576,1.140677966,15.459036
1.392372881,1.140677966,15.959774
1.476271186,1.140677966,15.8121101
1.560169492,1.140677966,15.9721193
1.644067797,1.140677966,16.2128319
1.727966102,1.140677966,15.2113648
1.811864407,1.140677966,13.2727626
1.895762712,1.140677966,11.2858288
1.979661017,1.140677966,10.3508711
2.063559322,1.140677966,9.7211897
2.147457627,1.140677966,7.4674461
2.231355932,1.140677966,8.5838154
2.315254237,1.140677966,8.2625052
2.399152542,1.140677966,10.4731745
2.483050847,1.140677966,13.8714977
2.566949153,1.140677966,12.7725106
2.650847458,1.140677966,19.7283699
2.734745763,1.140677966,23.8137268
2.818644068,1.140677966,22.640697
2.902542373,1.140677966,21.8153473
2.986440678,1.140677966,27.8353948
3.070338983,1.140677966,28.0947558
3.154237288,1.140677966,27.8017089
3.238135593,1.140677966,33.2080313
3.322033898,1.140677966,31.7013833
3.405932203,1.140677966,32.0352351
3.489830508,1.140677966,34.8681386
3.573728814,1.140677966,37.6318864
3.657627119,1.140677966,41.3993859
3.741525424,1.140677966,41.0877739
3.825423729,1.140677966,42.5927058
3.909322034,1.140677966,42.4669938
3.993220339,1.140677966,45.252962
4.077118644,1.140677966,47.671727
4.161016949,1.140677966,47.9604362
4.244915254,1.140677966,50.2416903
4.328813559,1.140677966,52.456262
4.412711864,1.140677966,52.9193656
4.496610169,1.140677966,54.4034459
4.580508475,1.140677966,52.6653736
4.66440678,1.140677966,56.4240847
4.748305085,1.140677966,59.6895342
4.83220339,1.140677966,62.131847
4.916101695,1.140677966,61.6845222
5,1.140677966,65.2699741
0.05,1.224576271,161.8401574
0.1338983051,1.224576271,121.8968987
0.2177966102,1.224576271,97.2153518
0.3016949153,1.224576271,78.3434719
0.3855932203,1.224576271,64.4412952
0.4694915254,1.224576271,53.6246742
0.5533898305,1.224576271,46.0130004
0.6372881356,1.224576271,38.5189915
0.7211864407,1.224576271,31.1532174
0.8050847458,1.224576271,26.1979068
0.8889830508,1.224576271,18.9008049
0.9728813559,1.224576271,16.0665636
1.056779661,1.224576271,19.0449204
1.140677966,1.224576271,17.0801768
1.224576271,1.224576271,17.2679793
1.308474576,1.224576271,19.6615806
1.392372881,1.224576271,20.0699847
1.476271186,1.224576271,19.3124173
1.560169492,1.224576271,18.4638902
1.644067797,1.224576271,16.8126929
1.727966102,1.224576271,11.8891335
1.811864407,1.224576271,13.6520137
1.895762712,1.224576271,10.4572093
1.979661017,1.224576271,11.0213263
2.063559322,1.224576271,10.1799744
2.147457627,1.224576271,11.581118
2.231355932,1.224576271,16.7965656
2.315254237,1.224576271,15.3191316
2.399152542,1.224576271,17.8230675
2.483050847,1.224576271,20.2085283
2.566949153,1.224576271,23.4630422
2.650847458,1.224576271,22.8164312
2.734745763,1.224576271,22.026082
2.818644068,1.224576271,25.1152517
2.902542373,1.224576271,27.4898844
2.986440678,1.224576271,27.1185733
3.070338983,1.224576271,30.8876538
3.154237288,1.224576271,30.8344356
3.238135593,1.224576271,32.5330004
3.322033898,1.224576271,31.5878309
3.405932203,1.224576271,36.0354729
3.489830508,1.224576271,37.8155696
3.573728814,1.224576271,40.2840259
3.657627119,1.224576271,39.8752409
3.741525424,1.224576271,38.5508045
3.825423729,1.224576271,43.3993098
3.909322034,1.224576271,46.5250216
3.993220339,1.224576271,46.7765871
4.077118644,1.224576271,48.7706234
4.161016949,1.224576271,48.761023
4.244915254,1.224576271,50.3050041
4.328813559,1.224576271,52.8046023
4.412711864,1.224576271,51.9010247
4.496610169,1.224576271,53.0746416
4.580508475,1.224576271,54.7129683
4.66440678,1.224576271,59.2299178
4.748305085,1.224576271,61.3589153
4.83220339,1.224576271,64.1934291
4.916101695,1.224576271,64.6882984
5,1.224576271,65.4499712
0.05,1.308474576,155.1421983
0.1338983051,1.308474576,116.944128
0.2177966102,1.308474576,92.8199192
0.3016949153,1.308474576,75.8386098
0.3855932203,1.308474576,61.5913541
0.4694915254,1.308474576,52.4520497
0.5533898305,1.308474576,43.0287671
0.6372881356,1.308474576,35.6766089
0.7211864407,1.308474576,30.0856735
0.8050847458,1.308474576,22.6179518
0.8889830508,1.308474576,23.4126216
0.9728813559,1.308474576,19.1684691
1.056779661,1.308474576,19.670307
1.140677966,1.308474576,20.79096
1.224576271,1.308474576,21.2141847
1.308474576,1.308474576,22.921142
1.392372881,1.308474576,22.0362611
1.476271186,1.308474576,19.6551839
1.560169492,1.308474576,17.6498262
1.644067797,1.308474576,16.8406586
1.727966102,1.308474576,13.5156755
1.811864407,1.308474576,12.7525708
1.895762712,1.308474576,14.0478543
1.979661017,1.308474576,16.7237895
2.063559322,1.308474576,19.2952664
2.147457627,1.308474576,17.7595444
2.231355932,1.308474576,20.1262271
2.315254237,1.308474576,18.9103802
2.399152542,1.308474576,22.1845426
2.483050847,1.308474576,23.9871369
2.566949153,1.308474576,20.5706847
2.650847458,1.308474576,23.6592975
2.734745763,1.308474576,24.1115271
2.818644068,1.308474576,25.1018017
2.902542373,1.308474576,26.7207431
2.986440678,1.308474576,27.0710288
3.070338983,1.308474576,29.9066025
3.154237288,1.308474576,29.3758701
3.238135593,1.308474576,30.19455
3.322033898,1.308474576,33.8994747
3.405932203,1.308474576,34.0404863
3.489830508,1.308474576,35.5321387
3.573728814,1.308474576,35.0632244
3.657627119,1.308474576,40.6875338
3.741525424,1.308474576,40.6255268
3.825423729,1.308474576,43.7455271
3.909322034,1.308474576,45.5436614
3.993220339,1.308474576,45.7431615
4.077118644,1.308474576,47.1269685
4.161016949,1.308474576,47.1027044
4.244915254,1.308474576,48.3500567
4.328813559,1.308474576,48.5567942
4.412711864,1.308474576,50.8308983
4.496610169,1.308474576,54.4296195
4.580508475,1.308474576,56.5097461
4.66440678,1.308474576,60.2735227
4.748305085,1.308474576,61.8303182
4.83220339,1.308474576,61.1585324
4.916101695,1.308474576,59.7216698
5,1.308474576,62.8924715
0.05,1.392372881,149.6657619
0.1338983051,1.392372881,112.3170502
0.2177966102,1.392372881,88.4718578
0.3016949153,1.392372881,72.4616482
0.3855932203,1.392372881,59.9235502
0.4694915254,1.392372881,49.7819635
0.5533898305,1.392372881,41.4609014
0.6372881356,1.392372881,33.7081153
0.7211864407,1.392372881,26.1002163
0.8050847458,1.392372881,23.5592306
0.8889830508,1.392372881,26.3973411
0.9728813559,1.392372881,23.211064
1.056779661,1.392372881,26.0177324
1.140677966,1.392372881,23.4823536
1.224576271,1.392372881,22.2572625
1.308474576,1.392372881,22.3417417
1.392372881,1.392372881,23.1938431
1.476271186,1.392372881,18.5701511
1.560169492,1.392372881,19.4095069
1.644067797,1.392372881,16.9107195
1.727966102,1.392372881,15.8227859
1.811864407,1.392372881,20.5121181
1.895762712,1.392372881,21.9623888
1.979661017,1.392372881,22.9134031
2.063559322,1.392372881,21.4863768
2.147457627,1.392372881,20.3981475
2.231355932,1.392372881,24.5277976
2.315254237,1.392372881,25.2789069
2.399152542,1.392372881,25.5758906
2.483050847,1.392372881,25.4944016
2.566949153,1.392372881,24.8534819
2.650847458,1.392372881,23.3796369
2.734745763,1.392372881,22.0028657
2.818644068,1.392372881,24.1838683
2.902542373,1.392372881,27.5523872
2.986440678,1.392372881,26.888397
3.070338983,1.392372881,25.6549465
3.154237288,1.392372881,29.2023723
3.238135593,1.392372881,29.4597571
3.322033898,1.392372881,29.4844082
3.405932203,1.392372881,31.7233119
3.489830508,1.392372881,34.0866139
3.573728814,1.392372881,37.1594316
3.657627119,1.392372881,38.7866373
3.741525424,1.392372881,40.5411111
3.825423729,1.392372881,40.7875386
3.909322034,1.392372881,42.7303195
3.993220339,1.392372881,41.980075
4.077118644,1.392372881,44.0851354
4.161016949,1.392372881,46.1467745
4.244915254,1.392372881,46.3048347
4.328813559,1.392372881,47.5849502
4.412711864,1.392372881,49.9547185
4.496610169,1.392372881,54.3559405
4.580508475,1.392372881,56.9555851
4.66440678,1.392372881,56.2438629
4.748305085,1.392372881,55.7564522
4.83220339,1.392372881,57.8499047
4.916101695,1.392372881,57.5804334
5,1.392372881,58.3811213
0.05,1.476271186,144.1774015
0.1338983051,1.476271186,107.7047579
0.2177966102,1.476271186,85.5502109
0.3016949153,1.476271186,69.5319624
0.3855932203,1.476271186,56.2575739
0.4694915254,1.476271186,47.8422011
0.5533898305,1.476271186,38.4289431
0.6372881356,1.476271186,30.3498315
0.7211864407,1.476271186,24.3718212
0.8050847458,1.476271186,26.9848472
0.8889830508,1.476271186,30.4376027
0.9728813559,1.476271186,28.6507185
1.056779661,1.476271186,24.0527522
1.140677966,1.476271186,24.3278244
1.224576271,1.476271186,25.1877424
1.308474576,1.476271186,24.8690408
1.392372881,1.476271186,22.565571
1.476271186,1.476271186,21.8148899
1.560169492,1.476271186,19.4640426
1.644067797,1.476271186,21.5416983
1.727966102,1.476271186,25.5413767
1.811864407,1.476271186,24.991889
1.895762712,1.476271186,24.8482512
1.979661017,1.476271186,23.0901625
2.063559322,1.476271186,26.3675018
2.147457627,1.476271186,24.3888787
2.231355932,1.476271186,29.1174185
2.315254237,1.476271186,28.2972661
2.399152542,1.476271186,28.0320754
2.483050847,1.476271186,26.922731
2.566949153,1.476271186,23.1014468
2.650847458,1.476271186,23.9294771
2.734745763,1.476271186,24.3356601
2.818644068,1.476271186,25.7942868
2.902542373,1.476271186,23.6568179
2.986440678,1.476271186,23.5839756
3.070338983,1.476271186,25.2832356
3.154237288,1.476271186,25.934583
3.238135593,1.476271186,28.9878834
3.322033898,1.476271186,29.457129
3.405932203,1.476271186,34.1219048
3.489830508,1.476271186,35.6107615
3.573728814,1.476271186,35.2314624
3.657627119,1.476271186,39.1831382
3.741525424,1.476271186,39.1957752
3.825423729,1.476271186,40.1284021
3.909322034,1.476271186,38.2518132
3.993220339,1.476271186,41.3610386
4.077118644,1.476271186,42.3925225
4.161016949,1.476271186,43.5798755
4.244915254,1.476271186,45.7448505
4.328813559,1.476271186,49.3615598
4.412711864,1.476271186,52.5905658
4.496610169,1.476271186,51.8371912
4.580508475,1.476271186,52.4874974
4.66440678,1.476271186,54.4103201
4.748305085,1.476271186,55.1191801
4.83220339,1.476271186,53.7375939
4.916101695,1.476271186,55.5830296
5,1.476271186,57.349073
0.05,1.560169492,137.6409859
0.1338983051,1.560169492,102.6310161
0.2177966102,1.560169492,80.9363092
0.3016949153,1.560169492,65.4062151
0.3855932203,1.560169492,54.159067
0.4694915254,1.560169492,42.6946596
0.5533898305,1.560169492,34.5060604
0.6372881356,1.560169492,26.7446681
0.7211864407,1.560169492,28.9367558
0.8050847458,1.560169492,32.0890659
0.8889830508,1.560169492,32.7415193
0.9728813559,1.560169492,26.5828507
1.056779661,1.560169492,24.4794455
1.140677966,1.560169492,27.2859302
1.224576271,1.560169492,25.6490971
1.308474576,1.560169492,25.2060519
1.392372881,1.560169492,26.3431888
1.476271186,1.560169492,23.3001618
1.560169492,1.560169492,28.5046625
1.644067797,1.560169492,31.0618374
1.727966102,1.560169492,24.7430969
1.811864407,1.560169492,26.7583041
1.895762712,1.560169492,28.010384
1.979661017,1.560169492,28.1012016
2.063559322,1.560169492,28.4092645
2.147457627,1.560169492,30.9988856
2.231355932,1.560169492,32.6632921
2.315254237,1.560169492,29.2158555
2.399152542,1.560169492,28.7459844
2.483050847,1.560169492,27.059737
2.566949153,1.560169492,27.1034661
2.650847458,1.560169492,29.5473503
2.734745763,1.560169492,25.951377
2.818644068,1.560169492,22.763304
2.902542373,1.560169492,22.5469899
2.986440678,1.560169492,21.5645451
3.070338983,1.560169492,23.0072432
3.154237288,1.560169492,25.4461728
3.238135593,1.560169492,26.9073761
3.322033898,1.560169492,29.9773339
3.405932203,1.560169492,31.5063291
3.489830508,1.560169492,31.971552
3.573728814,1.560169492,35.0666421
3.657627119,1.560169492,34.8729445
3.741525424,1.560169492,34.0426227
3.825423729,1.560169492,36.983443
3.909322034,1.560169492,37.0031569
3.993220339,1.560169492,37.950255
4.077118644,1.560169492,40.2016103
4.161016949,1.560169492,42.458757
4.244915254,1.560169492,44.7046742
4.328813559,1.560169492,48.0234342
4.412711864,1.560169492,48.5259353
4.496610169,1.560169492,49.2912457
4.580508475,1.560169492,49.9364047
4.66440678,1.560169492,49.563124
4.748305085,1.560169492,51.4583075
4.83220339,1.560169492,54.6708825
4.916101695,1.560169492,58.9675697
5,1.560169492,60.192136
0.05,1.644067797,132.1840009
0.1338983051,1.644067797,98.59611577
0.2177966102,1.644067797,77.5698917
0.3016949153,1.644067797,61.7048486
0.3855932203,1.644067797,49.7504696
0.4694915254,1.644067797,39.9235226
0.5533898305,1.644067797,31.5889737
0.6372881356,1.644067797,35.5247478
0.7211864407,1.644067797,34.6141965
0.8050847458,1.644067797,33.1896773
0.8889830508,1.644067797,30.536848
0.9728813559,1.644067797,27.1435104
1.056779661,1.644067797,31.6813241
1.140677966,1.644067797,32.0601981
1.224576271,1.644067797,26.6449343
1.308474576,1.644067797,29.9216291
1.392372881,1.644067797,30.3532779
1.476271186,1.644067797,32.6055077
1.560169492,1.644067797,32.2883518
1.644067797,1.644067797,28.2337434
1.727966102,1.644067797,29.5650102
1.811864407,1.644067797,30.6749927
1.895762712,1.644067797,31.652836
1.979661017,1.644067797,33.3531498
2.063559322,1.644067797,34.9683053
2.147457627,1.644067797,32.9779664
2.231355932,1.644067797,32.8414781
2.315254237,1.644067797,29.1785396
2.399152542,1.644067797,30.9745429
2.483050847,1.644067797,31.9877122
2.566949153,1.644067797,29.7348451
2.650847458,1.644067797,26.8461665
2.734745763,1.644067797,23.565852
2.818644068,1.644067797,23.110948
2.902542373,1.644067797,24.1966203
2.986440678,1.644067797,23.7422946
3.070338983,1.644067797,24.0085772
3.154237288,1.644067797,24.8853763
3.238135593,1.644067797,27.3672557
3.322033898,1.644067797,28.9720928
3.405932203,1.644067797,28.8725697
3.489830508,1.644067797,31.611568
3.573728814,1.644067797,29.6351357
3.657627119,1.644067797,29.5795383
3.741525424,1.644067797,33.4397414
3.825423729,1.644067797,33.3228985
3.909322034,1.644067797,33.4986766
3.993220339,1.644067797,36.6449226
4.077118644,1.644067797,36.9065589
4.161016949,1.644067797,43.8892523
4.244915254,1.644067797,44.3234157
4.328813559,1.644067797,45.0712523
4.412711864,1.644067797,45.5972953
4.496610169,1.644067797,48.6486118
4.580508475,1.644067797,49.5023304
4.66440678,1.644067797,50.0989649
4.748305085,1.644067797,53.3287326
4.83220339,1.644067797,55.2924414
4.916101695,1.644067797,56.3575955
5,1.644067797,58.5846091
0.05,1.727966102,128.2194239
0.1338983051,1.727966102,93.77940175
0.2177966102,1.727966102,73.4465947
0.3016949153,1.727966102,58.7715835
0.3855932203,1.727966102,46.7923958
0.4694915254,1.727966102,37.0309749
0.5533898305,1.727966102,34.3907736
0.6372881356,1.727966102,38.2051459
0.7211864407,1.727966102,32.8559634
0.8050847458,1.727966102,30.7834126
0.8889830508,1.727966102,30.84774
0.9728813559,1.727966102,34.6692301
1.056779661,1.727966102,34.67201
1.140677966,1.727966102,31.8770933
1.224576271,1.727966102,29.7371913
1.308474576,1.727966102,35.9006785
1.392372881,1.727966102,35.4566522
1.476271186,1.727966102,32.7778497
1.560169492,1.727966102,30.9152903
1.644067797,1.727966102,32.7369535
1.727966102,1.727966102,32.8778047
1.811864407,1.727966102,33.9748475
1.895762712,1.727966102,38.3151744
1.979661017,1.727966102,36.6003929
2.063559322,1.727966102,36.3294242
2.147457627,1.727966102,32.3484819
2.231355932,1.727966102,33.4567901
2.315254237,1.727966102,33.4804516
2.399152542,1.727966102,33.2702585
2.483050847,1.727966102,31.7347744
2.566949153,1.727966102,27.2485588
2.650847458,1.727966102,26.8820646
2.734745763,1.727966102,26.2920741
2.818644068,1.727966102,26.4321275
2.902542373,1.727966102,26.9028023
2.986440678,1.727966102,27.0265241
3.070338983,1.727966102,29.0420666
3.154237288,1.727966102,28.8255774
3.238135593,1.727966102,25.9957004
3.322033898,1.727966102,25.6018857
3.405932203,1.727966102,27.4802521
3.489830508,1.727966102,25.479916
3.573728814,1.727966102,28.9997628
3.657627119,1.727966102,30.8216065
3.741525424,1.727966102,29.9980202
3.825423729,1.727966102,32.860598
3.909322034,1.727966102,34.331412
3.993220339,1.727966102,36.24465
4.077118644,1.727966102,41.2400946
4.161016949,1.727966102,44.3078032
4.244915254,1.727966102,45.7762722
4.328813559,1.727966102,45.3115563
4.412711864,1.727966102,46.097823
4.496610169,1.727966102,47.7775647
4.580508475,1.727966102,48.3944916
4.66440678,1.727966102,50.5598259
4.748305085,1.727966102,51.5077316
4.83220339,1.727966102,53.7477997
4.916101695,1.727966102,58.1100208
5,1.727966102,60.1881345
0.05,1.811864407,123.6823221
0.1338983051,1.811864407,91.12852146
0.2177966102,1.811864407,70.7862659
0.3016949153,1.811864407,55.7093411
0.3855932203,1.811864407,44.1867674
0.4694915254,1.811864407,35.7192784
0.5533898305,1.811864407,37.3847138
0.6372881356,1.811864407,37.2643492
0.7211864407,1.811864407,34.278226
0.8050847458,1.811864407,36.764687
0.8889830508,1.811864407,39.0606132
0.9728813559,1.811864407,36.8346766
1.056779661,1.811864407,35.0424699
1.140677966,1.811864407,35.2272042
1.224576271,1.811864407,36.7769728
1.308474576,1.811864407,39.9141877
1.392372881,1.811864407,34.9260387
1.476271186,1.811864407,33.4710296
1.560169492,1.811864407,36.2747385
1.644067797,1.811864407,37.4640377
1.727966102,1.811864407,37.1680381
1.811864407,1.811864407,42.5031445
1.895762712,1.811864407,39.8501647
1.979661017,1.811864407,36.5439539
2.063559322,1.811864407,37.4900256
2.147457627,1.811864407,36.8813807
2.231355932,1.811864407,36.5222524
2.315254237,1.811864407,34.7117573
2.399152542,1.811864407,32.3048857
2.483050847,1.811864407,29.3699425
2.566949153,1.811864407,29.6555897
2.650847458,1.811864407,29.5594007
2.734745763,1.811864407,30.1884908
2.818644068,1.811864407,30.0964495
2.902542373,1.811864407,30.7909808
2.986440678,1.811864407,28.4093785
3.070338983,1.811864407,28.8353705
3.154237288,1.811864407,29.1196649
3.238135593,1.811864407,25.3013992
3.322033898,1.811864407,22.925664
3.405932203,1.811864407,26.3625284
3.489830508,1.811864407,28.8548625
3.573728814,1.811864407,27.9656937
3.657627119,1.811864407,28.8434709
3.741525424,1.811864407,31.0000903
3.825423729,1.811864407,31.334393
3.909322034,1.811864407,36.1071614
3.993220339,1.811864407,41.6122734
4.077118644,1.811864407,42.9918116
4.161016949,1.811864407,41.5360517
4.244915254,1.811864407,43.0909433
4.328813559,1.811864407,44.7916983
4.412711864,1.811864407,44.3968629
4.496610169,1.811864407,47.4255924
4.580508475,1.811864407,46.1461886
4.66440678,1.811864407,48.2256907
4.748305085,1.811864407,52.4207216
4.83220339,1.811864407,56.7185294
4.916101695,1.811864407,56.622572
5,1.811864407,57.7530603
0.05,1.895762712,118.3063894
0.1338983051,1.895762712,86.38434036
0.2177966102,1.895762712,66.7200765
0.3016949153,1.895762712,51.9904395
0.3855932203,1.895762712,40.7307763
0.4694915254,1.895762712,41.0271665
0.5533898305,1.895762712,36.6788936
0.6372881356,1.895762712,39.5570791
0.7211864407,1.895762712,36.5598899
0.8050847458,1.895762712,40.1335236
0.8889830508,1.895762712,43.1505585
0.9728813559,1.895762712,38.5112055
1.056779661,1.895762712,41.6973594
1.140677966,1.895762712,41.9863981
1.224576271,1.895762712,41.1385511
1.308474576,1.895762712,39.7630553
1.392372881,1.895762712,39.7689553
1.476271186,1.895762712,38.9455167
1.560169492,1.895762712,40.3876317
1.644067797,1.895762712,41.3103669
1.727966102,1.895762712,42.7620531
1.811864407,1.895762712,41.0726506
1.895762712,1.895762712,41.7001522
1.979661017,1.895762712,38.9802011
2.063559322,1.895762712,40.325841
2.147457627,1.895762712,38.1948372
2.231355932,1.895762712,37.4453415
2.315254237,1.895762712,33.6767371
2.399152542,1.895762712,33.9485477
2.483050847,1.895762712,34.0144296
2.566949153,1.895762712,33.2694658
2.650847458,1.895762712,33.5241873
2.734745763,1.895762712,33.9322686
2.818644068,1.895762712,30.7071553
2.902542373,1.895762712,30.5860678
2.986440678,1.895762712,29.1757772
3.070338983,1.895762712,27.5639107
3.154237288,1.895762712,27.6162466
3.238135593,1.895762712,24.6247064
3.322033898,1.895762712,26.1521382
3.405932203,1.895762712,24.6226272
3.489830508,1.895762712,24.9537398
3.573728814,1.895762712,25.0105225
3.657627119,1.895762712,30.3109687
3.741525424,1.895762712,31.1049248
3.825423729,1.895762712,34.1205175
3.909322034,1.895762712,38.2998799
3.993220339,1.895762712,37.7820373
4.077118644,1.895762712,38.2193481
4.161016949,1.895762712,41.7909518
4.244915254,1.895762712,41.4700338
4.328813559,1.895762712,42.221056
4.412711864,1.895762712,42.0363974
4.496610169,1.895762712,43.1090851
4.580508475,1.895762712,46.8426113
4.66440678,1.895762712,51.2438054
4.748305085,1.895762712,52.1554071
4.83220339,1.895762712,53.2293041
4.916101695,1.895762712,56.4843357
5,1.895762712,57.6265611
0.05,1.979661017,114.706184
0.1338983051,1.979661017,83.62963137
0.2177966102,1.979661017,63.7833896
0.3016949153,1.979661017,50.1193488
0.3855932203,1.979661017,42.4237565
0.4694915254,1.979661017,39.6999635
0.5533898305,1.979661017,42.4850453
0.6372881356,1.979661017,40.2814645
0.7211864407,1.979661017,43.1414844
0.8050847458,1.979661017,44.5027077
0.8889830508,1.979661017,45.1621508
0.9728813559,1.979661017,46.0088268
1.056779661,1.979661017,45.0979741
1.140677966,1.979661017,44.575529
1.224576271,1.979661017,40.2425012
1.308474576,1.979661017,42.3537401
1.392372881,1.979661017,42.1042809
1.476271186,1.979661017,43.6726724
1.560169492,1.979661017,43.5003732
1.644067797,1.979661017,45.0977912
1.727966102,1.979661017,41.755547
1.811864407,1.979661017,43.9326706
1.895762712,1.979661017,44.880595
1.979661017,1.979661017,41.8935774
2.063559322,1.979661017,41.4607285
2.147457627,1.979661017,37.0359889
2.231355932,1.979661017,37.6913464
2.315254237,1.979661017,36.7307082
2.399152542,1.979661017,37.2168274
2.483050847,1.979661017,37.6960616
2.566949153,1.979661017,36.6177851
2.650847458,1.979661017,35.280128
2.734745763,1.979661017,31.6352098
2.818644068,1.979661017,31.3787453
2.902542373,1.979661017,32.0306734
2.986440678,1.979661017,27.1684389
3.070338983,1.979661017,27.7208388
3.154237288,1.979661017,29.1154315
3.238135593,1.979661017,27.0144159
3.322033898,1.979661017,28.4197027
3.405932203,1.979661017,31.3638082
3.489830508,1.979661017,30.1848756
3.573728814,1.979661017,29.8476551
3.657627119,1.979661017,28.71207
3.741525424,1.979661017,33.6419773
3.825423729,1.979661017,33.8400868
3.909322034,1.979661017,36.2261991
3.993220339,1.979661017,38.8334238
4.077118644,1.979661017,39.2954889
4.161016949,1.979661017,39.0552388
4.244915254,1.979661017,39.7459194
4.328813559,1.979661017,40.5250937
4.412711864,1.979661017,42.3697334
4.496610169,1.979661017,45.2260457
4.580508475,1.979661017,47.4830455
4.66440678,1.979661017,51.4237427
4.748305085,1.979661017,53.6745018
4.83220339,1.979661017,54.7618432
4.916101695,1.979661017,53.7345181
5,1.979661017,55.96965
0.05,2.063559322,110.3236649
0.1338983051,2.063559322,79.79007312
0.2177966102,2.063559322,61.0487839
0.3016949153,2.063559322,47.4945322
0.3855932203,2.063559322,43.0411835
0.4694915254,2.063559322,42.8625234
0.5533898305,2.063559322,40.7688675
0.6372881356,2.063559322,48.3178552
0.7211864407,2.063559322,44.7569186
0.8050847458,2.063559322,44.7676772
0.8889830508,2.063559322,50.4795167
0.9728813559,2.063559322,46.6975814
1.056779661,2.063559322,46.58547
1.140677966,2.063559322,45.5584666
1.224576271,2.063559322,44.3817524
1.308474576,2.063559322,44.987047
1.392372881,2.063559322,49.1458102
1.476271186,2.063559322,47.4337399
1.560169492,2.063559322,47.7157088
1.644067797,2.063559322,46.9706727
1.727966102,2.063559322,44.8916995
1.811864407,2.063559322,48.1906895
1.895762712,2.063559322,45.0873101
1.979661017,2.063559322,41.8501053
2.063559322,2.063559322,41.6764527
2.147457627,2.063559322,39.8073537
2.231355932,2.063559322,42.0877437
2.315254237,2.063559322,40.5752992
2.399152542,2.063559322,41.0827855
2.483050847,2.063559322,39.3952751
2.566949153,2.063559322,36.4451733
2.650847458,2.063559322,33.4584624
2.734745763,2.063559322,33.3195421
2.818644068,2.063559322,32.0110564
2.902542373,2.063559322,29.9825283
2.986440678,2.063559322,29.1797352
3.070338983,2.063559322,30.1109456
3.154237288,2.063559322,33.3829151
3.238135593,2.063559322,34.5880708
3.322033898,2.063559322,31.8220087
3.405932203,2.063559322,31.6280342
3.489830508,2.063559322,31.3771121
3.573728814,2.063559322,32.9311794
3.657627119,2.063559322,31.0950329
3.741525424,2.063559322,30.8686821
3.825423729,2.063559322,36.2883064
3.909322034,2.063559322,36.6812414
3.993220339,2.063559322,35.2774054
4.077118644,2.063559322,35.9250979
4.161016949,2.063559322,37.7227607
4.244915254,2.063559322,38.2940118
4.328813559,2.063559322,41.3320029
4.412711864,2.063559322,41.0221657
4.496610169,2.063559322,47.208741
4.580508475,2.063559322,50.4055178
4.66440678,2.063559322,51.4363574
4.748305085,2.063559322,50.3908782
4.83220339,2.063559322,50.4932721
4.916101695,2.063559322,52.636363
5,2.063559322,51.6543812
0.05,2.147457627,107.2941135
0.1338983051,2.147457627,76.70478925
0.2177966102,2.147457627,59.2984774
0.3016949153,2.147457627,46.148415
0.3855932203,2.147457627,46.4332105
0.4694915254,2.147457627,44.4290101
0.5533898305,2.147457627,48.1121461
0.6372881356,2.147457627,48.8622854
0.7211864407,2.147457627,47.2785846
0.8050847458,2.147457627,51.8902285
0.8889830508,2.147457627,52.7161259
0.9728813559,2.147457627,48.978485
1.056779661,2.147457627,50.3230665
1.140677966,2.147457627,46.9107572
1.224576271,2.147457627,47.0587819
1.308474576,2.147457627,51.1726625
1.392372881,2.147457627,51.9961425
1.476271186,2.147457627,49.441518
1.560169492,2.147457627,50.8568567
1.644067797,2.147457627,48.5868724
1.727966102,2.147457627,49.1562979
