method,n_users,trial,success,final_pE,final_pN,offloading_size,restricted_gap,final_grid_ne_gap,final_grid_ne_gap_source,esp_revenue,nsp_revenue,joint_revenue,runtime_sec,stage2_solver_calls,audit_stage2_solver_calls,total_stage2_solver_calls,error
GA,150,9,1,4.335245,3.733471,18,12.948443350352903,8.109899495798288,audit_grid,199.3604618301292,148.93884,348.2993018301292,4613.061734208022,2813,240,3053,
BO-online,150,9,1,5.329172837699217,3.273460358088184,16,18.20366610768258,8.003973570473988,audit_grid,199.78009345746625,130.3299308820091,330.11002433947533,1746.224053709011,1071,240,1311,
MARL,150,9,1,4.802,5.401,12,32.02102476826511,31.25609356261903,audit_grid,141.19854284765046,113.60637217685256,254.80491502450303,97.4945960000041,60,240,300,
GA,150,10,1,2.482911,5.300653,20,1.0229729521724096,0.0,audit_grid,161.85013961211803,208.86918276002214,370.71932237214014,4061.138229000033,2584,240,2824,
BO-online,150,10,1,5.18099137104079,2.811282806631526,15,44.001805782975396,11.357219091558164,audit_grid,172.90202203787408,112.051312265261,284.9533343031351,1626.3316374170245,1071,240,1311,
MARL,150,10,1,4.802,5.401,8,71.89634784701892,69.78442839487782,audit_grid,89.14944073871008,73.25149880288956,162.40093954159966,92.11326700000791,60,240,300,
GA,200,1,1,3.870107,4.052765,17,22.619618108687376,2.5749815404481353,audit_grid,171.5533441029056,158.6750818075052,330.2284259104108,10206.91884579201,2817,240,3057,
BO-online,200,1,1,5.18099137104079,2.811282806631526,15,38.49198114785332,16.80919193641965,audit_grid,178.0509329794014,112.05131226526102,290.1022452446624,3344.0349750419846,1071,240,1311,
MARL,200,1,1,4.802,5.401,8,69.12576396704391,64.19918734211107,audit_grid,92.03085364563519,70.22345282488497,162.25430647052016,194.04613537498517,60,240,300,
GA,200,2,1,3.031973,4.49086,19,27.92388339104636,3.9860652317174186,audit_grid,165.56348602285087,179.23439999999997,344.79788602285083,10952.270513415977,3371,240,3611,
BO-online,200,2,1,4.630940585671886,2.7832992788034283,16,46.955821339707086,9.710634741131813,audit_grid,173.26790227290238,110.93197115213714,284.1998734250395,3376.4490336659946,1071,240,1311,
MARL,200,2,1,4.802,5.401,6,107.08099365393291,96.5042203148587,audit_grid,67.82764884998626,49.04139787348764,116.8690467234739,184.2018340829527,60,240,300,
GA,200,3,1,3.061868,4.156381,16,7.86220130534241,0.6083150039027316,audit_grid,143.89462350273192,159.97354469994082,303.86816820267273,19943.837869209,3524,240,3764,
BO-online,200,3,1,5.518185121711505,2.6292858932832295,15,12.428671421998388,5.968060066990148,audit_grid,180.90771450573305,104.77143573132919,285.67915023706223,3098.486287333999,1071,240,1311,
MARL,200,3,1,4.802,5.401,5,78.36314426109536,88.74949935623451,audit_grid,57.295340377843594,40.11100484544616,97.40634522328975,164.031772833001,60,240,300,
