trial,seed,n_users,method,social_cost,joint_revenue
0,20272001,20,GSSE,536.9975470757088,0.0
0,20272001,20,MarketEquilibrium,347.18192015368993,48.52548901288277
0,20272001,20,SingleSP,298.61480918041786,236.98273789529102
0,20272001,20,RandomOffloading,468.2889808055091,66.67707905036002
