pN\pE,0.01,0.3095,0.609,0.9085,1.208,1.5075,1.807,2.1065,2.406,2.7055,3.005,3.3045,3.604,3.9035,4.203,4.5025,4.802,5.1015,5.401,5.7005,6
0.01,359.412600553,359.412600553,339.489580132,318.95642128,293.786947235,271.137307296,251.556940691,237.431587833,220.512584848,206.413160292,192.677714856,183.148877379,172.753212602,161.744798291,151.73952642,144.207094266,134.595096669,128.188536301,119.232914243,114.368796998,107.462278395
0.3095,347.432600553,347.432600553,327.509580132,306.97642128,281.806947235,259.157307296,239.576940691,225.451587833,208.532584848,194.433160292,180.697714856,171.168877379,160.773212602,149.764798291,139.75952642,132.227094266,122.615096669,116.208536301,107.252914243,102.388796998,95.4822783953
0.609,335.452600553,322.777196702,326.138352737,292.504220268,270.846656366,247.960305456,227.596940691,213.471587833,194.628742515,183.957120112,170.953059872,156.246467351,148.563719914,138.714691876,129.076609256,120.040195823,111.774016225,101.53090708,96.9803602464,90.0881139026,83.5122706229
0.9085,310.797196702,310.797196702,314.158352737,280.524220268,258.866656366,235.980305456,215.616940691,200.824675417,182.648742515,171.977120112,158.973059872,144.266467351,136.583719914,126.734691876,117.096609256,108.060195823,103.226730934,93.9105710276,88.4330749553,86.1362658735,79.8727019719
1.208,298.817196702,298.817196702,302.178352737,268.544220268,246.886656366,224.000305456,203.636940691,188.844675417,170.668742515,159.997120112,146.993059872,132.286467351,124.603719914,119.334146999,112.548957237,104.178268809,102.622085337,94.4031602059,89.0532243461,92.9030577166,92.9678331201
1.5075,286.837196702,286.837196702,290.198352737,256.564220268,234.906656366,212.020305456,191.656940691,176.864675417,158.688742515,153.746978579,138.487216702,136.329965488,123.122731467,119.685380392,118.127589592,109.517591565,98.8766865547,104.599093486,109.326921514,105.927714377,88.9343276403
1.807,274.857196702,274.857196702,278.218352737,244.584220268,222.926656366,200.040305456,179.676940691,170.639631788,160.624370934,147.314803493,141.442091614,131.082115054,132.426356182,121.825696426,113.339632522,119.388097307,125.0605995,102.16626055,98.9609957302,95.8428378128,92.8049528391
2.1065,262.877196702,262.877196702,266.238352737,232.604220268,216.074411647,193.188060736,182.488883521,171.51512487,158.630759547,151.691031362,145.340972515,141.40956266,129.316004809,133.037671639,133.877237165,129.711809086,125.682114904,114.687411262,111.099250939,100.905225585,97.700288924
2.406,250.897196702,250.897196702,254.258352737,235.743089855,210.613362442,194.772813811,184.383845753,168.497604452,160.728025066,155.460403527,150.493724998,141.774787925,153.829334061,148.99675448,144.345599911,129.102039835,125.072345653,114.077642011,110.489481688,95.1020625489,92.0488584245
2.7055,238.917196702,238.917196702,256.382854515,230.032464754,211.549292425,200.175841763,176.465046179,173.511819403,165.229993275,160.466504205,166.619083906,158.293988185,153.256773969,148.424194388,143.773039819,128.529479743,124.499785561,107.972980339,104.545577308,101.211318051,97.9628949868
3.005,227.697707772,227.697707772,251.180844371,225.183453285,219.16118031,196.258764282,187.203607497,179.497664455,170.128215482,180.376877135,180.723390804,157.752557778,152.715343563,147.882763982,143.231609413,127.988049336,123.958355155,107.431549932,104.004146901,111.184723998,107.936300934
3.3045,235.40850705,235.40850705,243.842394802,240.584086885,215.436146339,199.438159828,193.369455671,179.112433229,190.463482747,186.313159505,180.208505237,157.237672212,152.200457996,147.367878415,142.716723846,127.473163769,123.443469588,117.946386286,114.518983255,111.184723998,107.936300934
3.604,240.400115274,240.400115274,239.436976152,237.025347894,211.294772746,203.970612828,191.053040122,206.389569564,207.915451693,185.821259738,179.716605471,156.745772445,161.074177718,146.875978648,142.224824079,126.981264002,134.473191509,117.946386286,114.518983255,111.184723998,107.936300934
3.9035,235.867660999,235.867660999,245.216120585,233.00489886,224.290240767,206.774703179,213.434782748,214.837934093,207.443709329,182.230861872,171.501522387,165.928668621,160.602435355,146.404236284,153.746445767,138.50288569,134.473191509,117.946386286,114.518983255,111.184723998,107.936300934
4.203,231.506856282,231.147197074,241.932464944,250.830409794,221.806089986,228.298960968,233.676907294,214.384057186,206.989832422,192.051870904,171.04764548,165.474791714,160.148558448,158.397600336,153.746445767,138.50288569,134.473191509,117.946386286,114.518983255,111.184723998,107.936300934
4.5025,227.225401583,227.225401583,238.76440133,250.289695232,241.347118423,236.1979327,233.239007871,213.946157762,198.300157939,191.61397148,170.609746057,165.036892291,172.595799406,158.397600336,153.746445767,138.50288569,134.473191509,117.946386286,114.518983255,111.184723998,107.936300934
4.802,223.432574245,235.700519413,247.560576259,247.971807643,250.369793238,256.736817682,232.815508759,204.992829029,197.876658828,191.190472369,170.186246945,177.922032673,172.595799406,158.397600336,153.746445767,138.50288569,134.473191509,126.019589552,114.518983255,111.184723998,107.936300934
5.1015,224.288983314,232.663256325,250.464724184,273.171447376,263.490934875,256.32638528,232.405076356,204.582396626,197.466226425,190.780039966,183.494886439,177.922032673,172.595799406,158.397600336,153.746445767,144.434123486,129.790077618,126.019589552,114.518983255,111.184723998,107.936300934
5.401,221.0740576,225.14819991,248.283632005,271.834910062,266.509928884,255.927879932,226.172665984,218.045505506,197.067721077,204.499111862,183.494886439,177.922032673,172.595799406,158.397600336,148.777931563,144.434123486,129.790077618,126.019589552,114.518983255,111.184723998,107.936300934
5.7005,222.344316466,240.005180083,274.052298447,296.883997097,266.122367555,255.540318603,225.785104655,217.657944177,211.185298321,204.499111862,183.494886439,177.922032673,172.595799406,153.278778088,148.777931563,144.434123486,129.790077618,126.019589552,114.518983255,111.184723998,109.652540492
6,219.613423949,244.096463943,272.786303356,294.3714398,265.744895255,249.586733346,225.407632355,232.16308275,211.185298321,204.499111862,183.494886439,177.922032673,172.595799406,153.278778088,148.777931563,144.434123486,129.790077618,126.019589552,117.011403186,111.524777458,111.524777458
