pN\pE,0.01,0.3095,0.609,0.9085,1.208,1.5075,1.807,2.1065,2.406,2.7055,3.005,3.3045,3.604,3.9035,4.203,4.5025,4.802,5.1015,5.401,5.7005,6
0.01,359.148764202,359.033326286,330.615255983,316.711894404,292.125145175,274.937137128,271.941020703,285.823322187,284.842470059,283.883712657,284.193993713,283.266642638,282.357093482,280.237925348,279.367620041,284.56778388,287.480855303,305.943202786,314.830101504,323.472942299,331.89079194
0.3095,347.173135613,347.062059706,318.643989403,304.740627824,280.153878595,263.22980812,260.239155915,274.086094965,273.106948356,272.149845,272.462174944,271.536398137,270.628385187,268.510256306,268.873725118,278.332821288,287.480855303,305.943202786,314.830101504,323.472942299,331.89079194
0.609,335.197506971,317.578478778,323.1787894,287.882408224,270.196022668,260.974778053,248.53660752,262.348282114,261.683957076,260.72644043,259.480176153,258.563707958,262.379147571,261.453435486,267.576039065,276.989482068,297.575449536,306.752541366,315.662949382,324.328653847,332.768771969
0.9085,305.721826007,305.602849951,311.20752282,275.911141644,258.224756088,249.26958379,256.816582307,250.925262021,249.947365092,248.991500369,247.746732446,246.831825487,250.647966371,249.723769089,267.576039065,276.989482068,297.575449536,306.752541366,315.662949382,334.47508029,343.17924242
1.208,293.77000924,293.627221067,299.23625624,263.939875064,246.253489508,237.563731592,245.074833579,239.186380735,238.210186243,237.255971422,236.01269759,235.099349344,238.916199571,257.819131066,278.314949133,288.106191726,306.884918108,316.349109724,325.538274484,354.532803251,376.489298865
1.5075,281.818184714,281.651592128,287.26498966,251.968608484,234.282222928,225.857221717,233.332509329,227.446914536,226.472420859,231.407079371,230.476670635,238.401645988,247.678172633,268.166456903,287.021864559,297.119420275,306.884918108,335.319858744,368.906143292,379.03350103,388.897222545
1.807,269.866352424,269.675963133,275.29372308,239.997341904,222.310956348,214.150054383,221.5896094,222.750053153,227.441049473,226.49218478,235.017111008,237.10389423,265.677940253,276.555882867,287.021864559,314.9370078,347.767806268,358.492807603,368.906143292,379.03350103,388.897222545
2.1065,257.914512368,257.700334082,263.3224565,228.026075324,215.467445048,207.569985043,217.847392296,223.330703663,222.365673262,232.016438484,234.414207142,254.335186566,265.677940253,293.140321017,325.258617478,336.701359017,347.767806268,358.492807603,368.906143292,379.03350103,388.897222545
2.406,245.962664543,245.724704975,251.35118992,234.520210439,210.015129263,207.033761154,220.144572164,219.157708391,229.323955133,235.031606789,242.462401595,263.020608313,301.071277876,313.39836864,325.258617478,336.701359017,347.767806268,358.492807603,368.906143292,379.03350103,388.897222545
2.7055,234.010808947,233.770573914,255.531358222,228.251572671,208.783999665,210.054787813,216.238440939,226.887860456,233.087736191,229.977517161,260.999631359,288.217454394,301.071277876,313.39836864,325.258617478,336.701359017,347.767806268,358.492807603,368.906143292,379.03350103,388.897222545
3.005,222.819456647,222.579261865,250.338081498,223.411294622,218.997582544,206.407110896,224.671247875,231.33212903,228.025576744,260.751174818,274.762989413,288.217454394,301.071277876,313.39836864,325.258617478,336.701359017,347.767806268,358.492807603,368.906143292,390.555186816,400.718741195
3.3045,223.380991626,222.617197129,234.336235805,239.820760892,215.281281993,215.132597018,230.099817858,227.151784305,218.494651907,260.614881719,274.762989413,288.217454394,301.071277876,313.39836864,325.258617478,336.701359017,347.767806268,369.390106851,380.119982323,390.555186816,400.718741195
3.604,237.123732818,236.428680385,229.935188792,236.270755321,210.578427774,197.703373298,212.2562511,233.664660247,232.132743377,260.614881719,274.762989413,288.217454394,301.071277876,313.39836864,325.258617478,336.701359017,358.339091866,369.390106851,380.119982323,390.555186816,400.718741195
3.9035,232.666872459,231.924361169,233.216330926,231.666690716,219.040996053,212.871497024,235.355993101,249.755743848,246.744485949,260.614881719,274.762989413,288.217454394,301.071277876,313.39836864,335.145679122,346.936251848,358.339091866,369.390106851,380.119982323,390.555186816,400.718741195
4.203,228.381598142,222.759597894,228.876995998,248.708150797,216.56121799,233.265253293,256.62735,250.230498557,248.4385326,260.614881719,274.762989413,288.217454394,301.071277876,322.924907902,335.145679122,346.936251848,358.339091866,369.390106851,380.119982323,390.555186816,400.718741195
4.5025,220.46243879,219.115556041,226.216159839,249.983617619,231.46279035,242.923326091,256.452445198,250.713607132,248.930617018,260.614881719,274.762989413,288.217454394,310.223103911,322.924907902,335.145679122,346.936251848,358.339091866,369.390106851,380.119982323,390.555186816,400.718741195
4.802,216.945688629,225.26647567,241.833083616,247.674463451,250.035803344,253.371314443,256.291276652,251.203537216,249.429422644,260.614881719,274.762989413,296.978555824,310.223103911,322.924907902,335.145679122,346.936251848,358.339091866,369.390106851,380.119982323,390.555186816,400.718741195
5.1015,216.216851283,227.644201561,241.302801674,271.295434126,255.096426112,252.965255145,256.30203979,251.69899483,249.93366233,260.614881719,283.115108213,296.978555824,310.223103911,322.924907902,335.145679122,346.936251848,358.339091866,369.390106851,380.119982323,390.555186816,400.718741195
5.401,213.269696974,217.958990157,237.465679492,269.967630233,255.727701958,252.593582693,236.822883344,244.445849421,250.442237668,268.536932858,283.115108213,296.978555824,310.223103911,322.924907902,335.145679122,346.936251848,358.339091866,369.390106851,380.119982323,390.555186816,400.718741195
5.7005,216.550566688,234.578121654,271.976050072,296.480421338,256.221081869,252.265250047,236.265387531,234.849809071,256.322273072,268.536932858,283.115108213,296.978555824,310.223103911,322.924907902,335.145679122,346.936251848,358.339091866,369.390106851,380.119982323,390.555186816,400.718741195
6,214.089792552,236.00583711,269.946044415,284.551158217,256.716426583,244.010791664,238.052613066,250.414245841,249.424077262,268.536932858,283.115108213,296.978555824,310.223103911,322.924907902,335.145679122,346.936251848,358.339091866,369.390106851,380.119982323,390.555186816,400.718741195
