provider,kind,index,price,cost,capacity,demand,utilization,revenue,served_users
ESP1,ESP,1,0.5082000000000001,0.008,45.0,42.43213010843873,0.9429362246319717,21.224551480241054,7
ESP2,ESP,2,0.5,0.01,35.0,35.0,1.0,17.15,6
ESP3,ESP,3,0.58,0.013,25.0,0.0,0.0,0.0,0
NSP1,NSP,1,3.110622666405508,0.007,20.0,17.097582510453158,0.8548791255226579,53.06444462018081,6
NSP2,NSP,2,2.4504029104629392,0.01,14.0,11.57895850173353,0.8270684644095379,28.257324027760102,4
NSP3,NSP,3,0.9985162000000004,0.014,10.0,10.000000000000002,1.0000000000000002,9.845162000000006,3
