iteration,pE,pN,epsilon,dist_to_se,epsilon_delta
0,0.48086341764742996,3.4308157270226785,2.9855670533140994,1.6756475814037306,nan
1,0.48086341764742996,3.4308157270226785,0.0,1.6756475814037306,2.9855670533140994
2,0.48086341764742996,3.4308157270226785,0.0,1.6756475814037306,0.0
3,0.48086341764742996,3.4308157270226785,0.0,1.6756475814037306,0.0
4,0.48086341764742996,3.4308157270226785,0.0,1.6756475814037306,nan
