pE,pN,esp_revenue,nsp_revenue,joint_revenue,eps,social_cost,centralized_success
0.1212121212,0.9090909091,11.12121212,35.96363636,47.08484849,46.06060606,361.3193104,1
0.1818181818,0.9090909091,17.18181818,35.96363636,53.14545455,43.63636364,367.3799159,1
0.2424242424,0.9090909091,20.37542036,35.96363636,56.33905673,41.21212121,381.4517836,1
0.303030303,0.9090909091,23.56111353,35.96363636,59.52474989,38.78787879,384.9031119,1
0.3636363636,0.9090909091,27.42318414,35.96363636,63.3868205,36.36363636,388.6577542,1
0.4242424242,0.9090909091,29.73966725,35.96363636,65.70330361,33.93939394,393.1765925,1
0.4848484848,0.9090909091,29.48366776,35.96363636,65.44730412,31.51515152,392.7650656,1
0.5454545455,0.9090909091,28.30557491,35.96363636,64.26921127,29.09090909,399.3024752,1
0.6060606061,0.9090909091,29.8835645,35.96363636,65.84720087,26.66666667,408.7167033,1
0.6666666667,0.9090909091,31.39994443,35.96363636,67.3635808,26.66666667,405.388994,1
0.7272727273,0.9090909091,36.36313657,35.96363636,72.32677293,22.29837541,406.2966792,1
0.7878787879,0.9090909091,34.21517986,35.96363636,70.17881622,21.23619172,410.9430625,1
0.8484848485,0.9090909091,40.61634772,35.96363636,76.57998408,20.15317309,412.9177051,1
0.9090909091,0.9090909091,36.93931944,35.96363636,72.9029558,19.39393939,425.2520073,1
0.9696969697,0.9090909091,38.04950863,35.96363636,74.013145,16.77283567,418.5255992,1
1.03030303,0.9090909091,35.62218121,35.96363636,71.58581757,14.5306729,421.8728882,1
1.090909091,0.9090909091,36.6744737,35.96363636,72.63811006,13.47838041,423.9586039,1
1.151515152,0.9090909091,38.44365035,35.96363636,74.40728672,11.93660639,433.4810464,1
1.212121212,0.9090909091,37.85811541,35.96363637,73.82175178,12.2947387,429.1653206,1
1.272727273,0.9090909091,39.66624628,35.96363636,75.62988264,11.93488654,429.8899834,1
1.333333333,0.9090909091,45.41817811,35.96363636,81.38181447,10.76258519,431.5815304,1
1.393939394,0.9090909091,41.54044121,35.96363636,77.50407758,10.76236398,433.6109913,1
1.454545455,0.9090909091,42.44614456,35.96363636,78.40978093,9.559448925,435.4107753,1
1.515151515,0.9090909091,43.33378526,35.96363636,79.29742162,9.558743577,437.1734385,1
1.575757576,0.9090909091,44.20364112,35.96363636,80.16727749,7.272727273,438.9011871,1
1.636363636,0.9090909091,45.05616187,35.96363636,81.01979824,8.395759145,440.5960172,1
1.696969697,0.9090909091,45.88989566,35.96363636,81.85353202,4.848484849,442.2597419,1
1.757575758,0.9090909091,46.71455086,35.96363636,82.67818722,4.848484848,443.8940125,1
1.818181818,0.9090909091,47.52214758,35.96363636,83.48578394,3.089265074,445.5003409,1
1.878787879,0.9090909091,48.31489053,35.96363636,84.27852689,3.091125833,447.0801132,1
1.939393939,0.9090909091,49.09429339,35.96363636,85.05792975,1.05856072,448.6346044,1
2,0.9090909091,49.86683535,35.96363636,85.83047171,1.151921165,450.1649897,1
2.060606061,0.9090909091,43.54208438,32.90068527,76.44276965,6.610769728,452.7915375,1
2.121212121,0.9090909091,44.18426988,32.90059268,77.08486256,5.968584225,454.0691118,1
2.181818182,0.9090909091,44.81675681,32.90084002,77.71759683,5.336097295,455.3285617,1
2.242424242,0.9090909091,45.44049815,32.90121651,78.34171466,4.712355954,456.5706375,1
2.303030303,0.9090909091,46.05569239,32.90025065,78.95594304,4.097161715,457.7960388,1
2.363636364,0.9090909091,46.6627292,32.90117744,79.56390665,3.490124901,459.0054197,1
2.424242424,0.9090909091,47.26230648,32.90064359,80.16295007,2.890547625,460.1993926,1
2.484848485,0.9090909091,47.8558425,32.9040232,80.7598657,2.297011603,461.3785325,1
2.545454545,0.9090909091,48.43914456,32.90032636,81.33947092,1.713709551,462.5433769,1
2.606060606,0.9090909091,49.01748102,32.90075997,81.91824099,1.135373088,463.6944353,1
2.666666667,0.9090909091,49.58890537,32.90052744,82.48943281,0.5639487332,464.8321856,1
2.727272727,0.9090909091,50.15285411,32.90066872,83.05352282,0,465.9570782,1
2.787878788,0.9090909091,33.75192685,21.38678438,55.13871123,16.40092725,473.1797992,1
2.848484848,0.9090909091,42.32100741,24.39373177,66.71473918,7.831846693,470.1976514,1
2.909090909,0.9090909091,24.98287454,15.52575242,40.50862696,25.16997956,477.1740552,1
2.96969697,0.9090909091,35.40369497,18.69798082,54.10167579,14.74915914,473.5634769,1
3.03030303,0.9090909091,19.14348109,11.33918595,30.48266705,31.00937301,478.9893652,1
3.090909091,0.9090909091,27.8853041,14.34639436,42.23169845,22.26755001,476.3432762,1
3.151515152,0.9090909091,18.26793822,8.485614453,26.75355268,31.88491588,478.6477939,1
3.212121212,0.9090909091,26.57322162,14.1816046,40.75482622,23.57963249,478.0486774,1
3.272727273,0.9090909091,18.61832969,8.485647347,27.10397704,31.53452442,479.3460012,1
3.333333333,0.9090909091,18.79098035,8.485643744,27.2766241,31.36187375,479.6902554,1
3.393939394,0.9090909091,10.00451975,5.478680392,15.48320014,40.14833436,482.2389004,1
3.454545455,0.9090909091,19.13153011,8.485644839,27.61717495,31.021324,480.3695002,1
3.515151515,0.9090909091,19.29966788,8.48563014,27.78529802,30.85318623,480.7046532,1
3.575757576,0.9090909091,19.46625033,8.485648535,27.95189887,30.68660377,481.0369292,1
3.636363636,0.9090909091,19.63137531,8.485610541,28.11698585,30.5214788,481.3664011,1
3.696969697,0.9090909091,10.44413018,5.478681343,15.92281152,39.70872393,483.1156487,1
3.757575758,0.9090909091,10.52985351,5.478680218,16.00853372,39.6230006,483.2866304,1
3.818181818,0.9090909091,10.61487753,5.478681079,16.09355861,39.53797657,483.4562388,1
3.878787879,0.9090909091,10.69922878,5.478681253,16.17791003,39.45362533,483.6245062,1
3.939393939,0.9090909091,10.78291853,5.47868147,16.2616,39.36993557,483.7914642,1
4,0.9090909091,10.86596909,5.478680631,16.34464972,39.28688501,483.9571427,1
4.060606061,0.9090909091,10.94838893,5.478680962,16.42706989,39.20446517,484.1215707,1
4.121212121,0.9090909091,0,0,0,50.15285411,486.152954,1
4.181818182,0.9090909091,0,0,0,50.15285411,486.152954,1
4.242424242,0.9090909091,0,0,0,50.15285411,486.152954,1
4.303030303,0.9090909091,0,0,0,50.15285411,486.152954,1
4.363636364,0.9090909091,0,0,0,50.15285411,486.152954,1
4.424242424,0.9090909091,0,0,0,50.15285411,486.152954,1
4.484848485,0.9090909091,0,0,0,50.15285411,486.152954,1
4.545454545,0.9090909091,0,0,0,50.15285411,486.152954,1
4.606060606,0.9090909091,0,0,0,50.15285411,486.152954,1
4.666666667,0.9090909091,0,0,0,50.15285411,486.152954,1
4.727272727,0.9090909091,0,0,0,50.15285411,486.152954,1
4.787878788,0.9090909091,0,0,0,50.15285411,486.152954,1
4.848484848,0.9090909091,0,0,0,50.15285411,486.152954,1
4.909090909,0.9090909091,0,0,0,50.15285411,486.152954,1
4.96969697,0.9090909091,0,0,0,50.15285411,486.152954,1
5.03030303,0.9090909091,0,0,0,50.15285411,486.152954,1
5.090909091,0.9090909091,0,0,0,50.15285411,486.152954,1
5.151515152,0.9090909091,0,0,0,50.15285411,486.152954,1
5.212121212,0.9090909091,0,0,0,50.15285411,486.152954,1
5.272727273,0.9090909091,0,0,0,50.15285411,486.152954,1
5.333333333,0.9090909091,0,0,0,50.15285411,486.152954,1
5.393939394,0.9090909091,0,0,0,50.15285411,486.152954,1
5.454545455,0.9090909091,0,0,0,50.15285411,486.152954,1
5.515151515,0.9090909091,0,0,0,50.15285411,486.152954,1
5.575757576,0.9090909091,0,0,0,50.15285411,486.152954,1
5.636363636,0.9090909091,0,0,0,50.15285411,486.152954,1
5.696969697,0.9090909091,0,0,0,50.15285411,486.152954,1
5.757575758,0.9090909091,0,0,0,50.15285411,486.152954,1
5.818181818,0.9090909091,0,0,0,50.15285411,486.152954,1
5.878787879,0.9090909091,0,0,0,50.15285411,486.152954,1
5.939393939,0.9090909091,0,0,0,50.15285411,486.152954,1
6,0.9090909091,0,0,0,50.15285411,486.152954,1
0,0.9696969697,-1,38.38787879,37.38787879,53.33333333,351.6223411,1
0.06060606061,0.9696969697,5.060606061,38.38787879,43.44848485,43.37853825,357.6829463,1
0.1212121212,0.9696969697,11.12121212,38.38787879,49.50909091,43.63636364,363.7435525,1
0.1818181818,0.9696969697,17.18181818,38.38787879,55.56969697,41.21212121,369.8041583,1
0.2424242424,0.9696969697,20.4086552,38.38787879,58.79653399,38.78787879,377.5545664,1
0.303030303,0.9696969697,23.01425673,38.38787879,61.40213551,36.36363636,382.5797492,1
0.3636363636,0.9696969697,25.35425067,38.38787879,63.74212945,33.93939394,387.1228618,1
0.4242424242,0.9696969697,27.49696742,38.38787879,65.88484621,31.51515152,391.300685,1
0.4848484848,0.9696969697,29.4840528,38.38787879,67.87193159,29.09090909,395.189308,1
0.5454545455,0.9696969697,31.34533611,38.38787879,69.7332149,26.66666667,398.8415826,1
0.6060606061,0.9696969697,33.10175562,38.38787879,71.4896344,24.24242424,402.2959898,1
0.6666666667,0.9696969697,31.39993486,38.38787879,69.78781365,24.24242424,407.8132352,1
0.7272727273,0.9696969697,37.5304755,38.38787879,75.91835429,19.87413299,409.2442403,1
0.7878787879,0.9696969697,37.88698891,38.38787879,76.2748677,18.8119493,411.731964,1
0.8484848485,0.9696969697,38.51472338,38.38787879,76.90260217,17.72893066,415.297075,1
0.9090909091,0.9696969697,36.94011439,38.38787879,75.32799317,16.96969697,427.6762501,1
0.9696969697,0.9696969697,34.53740063,38.38787879,72.92527942,14.34859324,422.1491138,1
1.03030303,0.9696969697,39.86260592,38.38787879,78.25048471,11.7742384,424.3244508,1
1.090909091,0.9696969697,36.67476847,38.38787879,75.06264726,11.76437584,426.3828464,1
1.151515152,0.9696969697,38.4446437,38.38787879,76.83252249,9.994500611,435.905289,1
1.212121212,0.9696969697,38.69400168,38.38787879,77.08188047,9.745142633,430.3872097,1
1.272727273,0.9696969697,38.40702661,38.38787879,76.7949054,10.0321177,436.553882,1
1.333333333,0.9696969697,45.41668015,38.38787879,83.80455894,8.338342768,434.0057734,1
1.393939394,0.9696969697,41.53934209,38.38787879,79.92722087,8.338121553,436.0352338,1
1.454545455,0.9696969697,42.44604204,38.38787879,80.83392083,7.135206501,437.8350179,1
1.515151515,0.9696969697,43.33408692,38.38787879,81.72196571,7.134501153,439.5976812,1
1.575757576,0.9696969697,44.20047079,38.38787879,82.58834957,4.848484848,441.3254323,1
1.636363636,0.9696969697,45.05525132,38.38787879,83.44313011,5.971516721,443.0202597,1
1.696969697,0.9696969697,45.89266869,38.38787879,84.28054748,2.546475617,444.6839839,1
1.757575758,0.9696969697,46.71388546,38.38787879,85.10176425,2.424242424,446.3182549,1
1.818181818,0.9696969697,47.51885118,38.38787879,85.90672997,0.9202931308,447.9245853,1
1.878787879,0.9696969697,48.31606294,38.38787879,86.70394173,0.6668834081,449.5043554,1
1.939393939,0.9696969697,42.22922395,34.00346217,76.23268611,6.209920366,452.3607403,1
2,0.9696969697,42.89084926,34.00315526,76.89400452,5.548295055,453.6770422,1
2.060606061,0.9696969697,43.54219214,34.00345146,77.5456436,4.896952176,454.9735466,1
2.121212121,0.9696969697,44.18413404,34.00342705,78.18756109,4.255010276,456.2511209,1
2.181818182,0.9696969697,44.81681125,34.00316735,78.8199786,3.622333057,457.5105709,1
2.242424242,0.9696969697,45.44036902,34.00299407,79.44336309,2.998775289,458.7526467,1
2.303030303,0.9696969697,46.05567614,34.00058087,80.05625701,2.383468172,459.9780488,1
2.363636364,0.9696969697,46.66342448,34.00367038,80.66709485,1.775719835,461.1874288,1
2.424242424,0.9696969697,40.20699707,28.11710724,68.32410431,8.232147244,465.094317,1
2.484848485,0.9696969697,32.12637152,20.71423911,52.84061063,16.31277279,468.9734348,1
2.545454545,0.9696969697,48.43914431,34.00315595,82.44230027,0,464.725386,1
2.606060606,0.9696969697,40.46693495,25.2112891,65.67822405,7.972209363,468.1206222,1
2.666666667,0.9696969697,33.29013801,20.71419087,54.00432888,15.1490063,471.2919772,1
2.727272727,0.9696969697,41.40423209,25.21124464,66.61547673,7.689424079,469.9885765,1
2.787878788,0.9696969697,41.86513477,25.21124231,67.07637709,6.574009536,470.9069839,1
2.848484848,0.9696969697,26.46682678,16.21706076,42.68388753,21.97231754,476.8536682,1
2.909090909,0.9696969697,25.53755673,13.26709246,38.80464919,22.90158759,476.2232987,1
2.96969697,0.9696969697,18.95389857,11.71997402,30.67387259,29.48524574,479.3552711,1
3.03030303,0.9696969697,8.46107203,3.10773125,11.56880328,39.97807228,483.155034,1
3.090909091,0.9696969697,18.09050545,8.770026275,26.86053173,30.34863886,478.8564274,1
3.151515152,0.9696969697,18.26814211,8.770025732,27.03816785,30.1710022,479.210567,1
3.212121212,0.9696969697,18.44405896,8.770034877,27.21409383,29.99508535,479.5613175,1
3.272727273,0.9696969697,18.61834167,8.770014734,27.3883564,29.82080264,479.9087743,1
3.333333333,0.9696969697,18.79097893,8.770013955,27.56099288,29.64816539,480.2530286,1
3.393939394,0.9696969697,18.96206318,8.770012841,27.73207602,29.47708113,480.5941672,1
3.454545455,0.9696969697,19.13161021,8.770016046,27.90162626,29.3075341,480.9322733,1
3.515151515,0.9696969697,19.2996606,8.770016096,28.0696767,29.13948371,481.2674264,1
3.575757576,0.9696969697,19.46627053,8.770005454,28.23627598,28.97287379,481.5997024,1
3.636363636,0.9696969697,10.35770357,5.662289996,16.01999357,38.08144074,483.3066093,1
3.696969697,0.9696969697,10.4441327,5.662290119,16.10642282,37.99501161,483.4789984,1
3.757575758,0.9696969697,10.5298524,5.662290251,16.19214265,37.90929191,483.6499801,1
3.818181818,0.9696969697,10.61487712,5.662290681,16.2771678,37.82426719,483.8195884,1
3.878787879,0.9696969697,10.69923127,5.662290606,16.36152188,37.73991304,483.9878559,1
3.939393939,0.9696969697,0,0,0,48.43914431,486.152954,1
4,0.9696969697,0,0,0,48.43914431,486.152954,1
4.060606061,0.9696969697,0,0,0,48.43914431,486.152954,1
4.121212121,0.9696969697,0,0,0,48.43914431,486.152954,1
4.181818182,0.9696969697,0,0,0,48.43914431,486.152954,1
4.242424242,0.9696969697,0,0,0,48.43914431,486.152954,1
4.303030303,0.9696969697,0,0,0,48.43914431,486.152954,1
4.363636364,0.9696969697,0,0,0,48.43914431,486.152954,1
4.424242424,0.9696969697,0,0,0,48.43914431,486.152954,1
4.484848485,0.9696969697,0,0,0,48.43914431,486.152954,1
4.545454545,0.9696969697,0,0,0,48.43914431,486.152954,1
4.606060606,0.9696969697,0,0,0,48.43914431,486.152954,1
4.666666667,0.9696969697,0,0,0,48.43914431,486.152954,1
4.727272727,0.9696969697,0,0,0,48.43914431,486.152954,1
4.787878788,0.9696969697,0,0,0,48.43914431,486.152954,1
4.848484848,0.9696969697,0,0,0,48.43914431,486.152954,1
4.909090909,0.9696969697,0,0,0,48.43914431,486.152954,1
4.96969697,0.9696969697,0,0,0,48.43914431,486.152954,1
5.03030303,0.9696969697,0,0,0,48.43914431,486.152954,1
5.090909091,0.9696969697,0,0,0,48.43914431,486.152954,1
5.151515152,0.9696969697,0,0,0,48.43914431,486.152954,1
5.212121212,0.9696969697,0,0,0,48.43914431,486.152954,1
5.272727273,0.9696969697,0,0,0,48.43914431,486.152954,1
5.333333333,0.9696969697,0,0,0,48.43914431,486.152954,1
5.393939394,0.9696969697,0,0,0,48.43914431,486.152954,1
5.454545455,0.9696969697,0,0,0,48.43914431,486.152954,1
5.515151515,0.9696969697,0,0,0,48.43914431,486.152954,1
5.575757576,0.9696969697,0,0,0,48.43914431,486.152954,1
5.636363636,0.9696969697,0,0,0,48.43914431,486.152954,1
5.696969697,0.9696969697,0,0,0,48.43914431,486.152954,1
5.757575758,0.9696969697,0,0,0,48.43914431,486.152954,1
5.818181818,0.9696969697,0,0,0,48.43914431,486.152954,1
5.878787879,0.9696969697,0,0,0,48.43914431,486.152954,1
5.939393939,0.9696969697,0,0,0,48.43914431,486.152954,1
6,0.9696969697,0,0,0,48.43914431,486.152954,1
0,1.03030303,-1,40.81212121,39.81212121,50.90909091,360.1382715,1
0.06060606061,1.03030303,5.060606061,40.81212121,45.87272727,42.20741812,360.107192,1
0.1212121212,1.03030303,11.12121212,40.81212121,51.93333333,41.21212121,366.1677948,1
0.1818181818,1.03030303,17.18181818,40.81212121,57.99393939,38.78787879,374.2784982,1
0.2424242424,1.03030303,21.95210885,40.81212121,62.76423007,36.36363636,378.6874765,1
0.303030303,1.03030303,25.98303124,40.81212121,66.79515245,33.93939394,383.9606696,1
0.3636363636,1.03030303,24.15295744,40.81212121,64.96507865,31.51515152,395.4818156,1
0.4242424242,1.03030303,28.37777837,40.81212121,69.18989958,29.09090909,393.6898938,1
0.4848484848,1.03030303,26.62473294,40.81212121,67.43685415,26.66666667,400.8527933,1
0.5454545455,1.03030303,31.34109334,40.81212121,72.15321455,24.24242424,401.2658271,1
0.6060606061,1.03030303,34.16337028,40.81212121,74.97549149,21.81818182,405.0376193,1
0.6666666667,1.03030303,31.3991893,40.81212121,72.21131051,21.81818182,410.2374777,1
0.7272727273,1.03030303,37.52947382,40.81212121,78.34159504,17.44989056,411.6684823,1
0.7878787879,1.03030303,34.21435662,40.81212121,75.02647784,16.38770687,415.7915474,1
0.8484848485,1.03030303,35.54241927,40.81212121,76.35454048,15.30468824,418.4079338,1
0.9090909091,1.03030303,41.35419088,40.81212121,82.16631209,14.54545455,421.657211,1
0.9696969697,1.03030303,42.13629468,40.81212121,82.94841589,11.92435082,422.5528412,1
1.03030303,1.03030303,43.45775459,40.81212121,84.26987581,9.349995978,425.1733928,1
1.090909091,1.03030303,42.44732051,40.81212121,83.25944173,8.22480112,428.4070084,1
1.151515152,1.03030303,37.69802254,40.81212121,78.51014375,9.570001638,430.8356286,1
1.212121212,1.03030303,42.94003393,40.81212121,83.75215514,7.085982194,434.2182992,1
1.272727273,1.03030303,44.35794582,40.81212121,85.17006703,7.086401692,434.3257905,1
1.333333333,1.03030303,45.4169678,40.81212121,86.22908901,5.914100343,436.4300153,1
1.393939394,1.03030303,41.5407114,40.81212121,82.35283261,5.913879129,438.4594761,1
1.454545455,1.03030303,42.44699894,40.81212121,83.25912015,4.821025239,440.2592601,1
1.515151515,1.03030303,43.33340383,40.81212121,84.14552504,4.710258729,442.0219235,1
1.575757576,1.03030303,44.20314805,40.81212121,85.01526926,3.064876128,443.7496721,1
1.636363636,1.03030303,45.05408922,40.81212121,85.86621044,3.547274297,445.4445025,1
1.696969697,1.03030303,45.89137886,40.81212121,86.70350007,1.376645324,447.1082264,1
1.757575758,1.03030303,46.71179788,40.81212121,87.52391909,0.5562263005,448.7424983,1
1.818181818,1.03030303,40.87365776,35.07095674,75.94461451,6.394366416,451.7797479,1
1.878787879,1.03030303,41.55737914,35.07192405,76.62930319,5.710645037,453.1385274,1
1.939393939,1.03030303,42.22945379,35.07191935,77.30137314,5.03857039,454.4755623,1
2,1.03030303,42.8908412,35.07137552,77.96221672,4.37718298,455.7918641,1
2.060606061,1.03030303,43.54230583,35.07142172,78.61372755,3.72571835,457.0883685,1
2.121212121,1.03030303,44.18410625,35.07157277,79.25567902,3.083917931,458.3659428,1
2.181818182,1.03030303,44.81688509,35.07154746,79.88843255,2.45113909,459.6253928,1
2.242424242,1.03030303,45.44070847,35.0715623,80.51227078,1.827315705,460.8674685,1
2.303030303,1.03030303,39.18012165,28.99910353,68.17922518,8.087902526,464.7984533,1
2.363636364,1.03030303,31.32643127,21.36483704,52.69126831,15.9415929,468.6685954,1
2.424242424,1.03030303,47.26802418,35.09775259,82.36577677,0,464.4962722,1
2.484848485,1.03030303,32.36321097,19.93171597,52.29492693,14.90481321,469.9474805,1
2.545454545,1.03030303,39.98998687,26.00285353,65.99284041,8.000302424,468.7383466,1
2.606060606,1.03030303,40.46684245,26.00310412,66.46994657,6.897655848,469.6886178,1
2.666666667,1.03030303,33.53576907,19.93171058,53.46747965,13.73225511,472.2831257,1
2.727272727,1.03030303,26.18233444,15.29305013,41.47538457,21.08568974,474.8227536,1
2.787878788,1.03030303,24.99592238,13.68348919,38.67941157,22.2721018,475.9693421,1
2.848484848,1.03030303,26.76197454,15.29339091,42.05536544,20.50604964,475.9779955,1
2.909090909,1.03030303,17.5468096,9.045472183,26.59228179,29.72121458,478.318091,1
2.96969697,1.03030303,25.54484479,15.11688625,40.66173104,21.72317939,477.8494485,1
3.03030303,1.03030303,17.91111245,9.045470202,26.95658265,29.35691173,479.0442431,1
3.090909091,1.03030303,18.09050393,9.045479677,27.1359836,29.17752025,479.401872,1
3.151515152,1.03030303,18.26814728,9.045468299,27.31361558,28.9998769,479.7560116,1
3.212121212,1.03030303,18.44407425,9.045466276,27.48954053,28.82394993,480.1067621,1
3.272727273,1.03030303,18.61834312,9.045462754,27.66380587,28.64968106,480.4542189,1
3.333333333,1.03030303,18.79099347,9.045466866,27.83646033,28.47703071,480.7984731,1
3.393939394,1.03030303,18.96206788,9.045467958,28.00753584,28.3059563,481.1396118,1
3.454545455,1.03030303,19.1316157,9.045467771,28.17708347,28.13640848,481.4777179,1
3.515151515,1.03030303,10.18264379,5.840132308,16.0227761,37.08538039,483.309628,1
3.575757576,1.03030303,10.27054691,5.840132311,16.11067922,36.99747727,483.4849392,1
3.636363636,1.03030303,10.35770326,5.84013245,16.19783571,36.91032092,483.6587709,1
3.696969697,1.03030303,10.44413228,5.840132606,16.28426489,36.8238919,483.83116,1
3.757575758,1.03030303,10.52979724,5.840123851,16.36992109,36.73822694,484.0021417,1
3.818181818,1.03030303,0,0,0,47.26802418,486.152954,1
3.878787879,1.03030303,0,0,0,47.26802418,486.152954,1
3.939393939,1.03030303,0,0,0,47.26802418,486.152954,1
4,1.03030303,0,0,0,47.26802418,486.152954,1
4.060606061,1.03030303,0,0,0,47.26802418,486.152954,1
4.121212121,1.03030303,0,0,0,47.26802418,486.152954,1
4.181818182,1.03030303,11.11114951,5.840187992,16.9513375,36.15687467,485.1622973,1
4.242424242,1.03030303,0,0,0,47.26802418,486.152954,1
4.303030303,1.03030303,0,0,0,47.26802418,486.152954,1
4.363636364,1.03030303,0,0,0,47.26802418,486.152954,1
4.424242424,1.03030303,0,0,0,47.26802418,486.152954,1
4.484848485,1.03030303,0,0,0,47.26802418,486.152954,1
4.545454545,1.03030303,0,0,0,47.26802418,486.152954,1
4.606060606,1.03030303,0,0,0,47.26802418,486.152954,1
4.666666667,1.03030303,0,0,0,47.26802418,486.152954,1
4.727272727,1.03030303,0,0,0,47.26802418,486.152954,1
4.787878788,1.03030303,0,0,0,47.26802418,486.152954,1
4.848484848,1.03030303,0,0,0,47.26802418,486.152954,1
4.909090909,1.03030303,0,0,0,47.26802418,486.152954,1
4.96969697,1.03030303,0,0,0,47.26802418,486.152954,1
5.03030303,1.03030303,0,0,0,47.26802418,486.152954,1
5.090909091,1.03030303,0,0,0,47.26802418,486.152954,1
5.151515152,1.03030303,0,0,0,47.26802418,486.152954,1
5.212121212,1.03030303,0,0,0,47.26802418,486.152954,1
5.272727273,1.03030303,0,0,0,47.26802418,486.152954,1
5.333333333,1.03030303,0,0,0,47.26802418,486.152954,1
5.393939394,1.03030303,0,0,0,47.26802418,486.152954,1
5.454545455,1.03030303,0,0,0,47.26802418,486.152954,1
5.515151515,1.03030303,0,0,0,47.26802418,486.152954,1
5.575757576,1.03030303,0,0,0,47.26802418,486.152954,1
5.636363636,1.03030303,0,0,0,47.26802418,486.152954,1
5.696969697,1.03030303,0,0,0,47.26802418,486.152954,1
5.757575758,1.03030303,0,0,0,47.26802418,486.152954,1
5.818181818,1.03030303,0,0,0,47.26802418,486.152954,1
5.878787879,1.03030303,0,0,0,47.26802418,486.152954,1
5.939393939,1.03030303,0,0,0,47.26802418,486.152954,1
6,1.03030303,0,0,0,47.26802418,486.152954,1
0,1.090909091,-1,43.23636364,42.23636364,48.48484848,358.5209225,1
0.06060606061,1.090909091,5.060606061,43.23636364,48.2969697,39.99453466,362.5314309,1
0.1212121212,1.090909091,11.12121212,43.23636364,54.35757576,38.78787879,368.5920408,1
0.1818181818,1.090909091,17.18181818,43.23636364,60.41818182,36.36363636,376.7027452,1
0.2424242424,1.090909091,20.40967676,43.23636364,63.64604039,33.93939394,382.4030515,1
0.303030303,1.090909091,24.89261249,43.23636364,68.12897613,31.51515152,391.016537,1
0.3636363636,1.090909091,25.35383636,43.23636364,68.59019999,29.09090909,391.9713468,1
0.4242424242,1.090909091,28.37816819,43.23636364,71.61453183,26.66666667,396.1141368,1
0.4848484848,1.090909091,26.62642238,43.23636364,69.86278602,24.24242424,403.2770372,1
0.5454545455,1.090909091,31.34571255,43.23636364,74.58207618,21.81818182,403.6900677,1
0.6060606061,1.090909091,29.8926404,43.23636364,73.12900403,19.39393939,409.694687,1
0.6666666667,1.090909091,31.39910403,43.23636364,74.63546767,19.39393939,412.6617202,1
0.7272727273,1.090909091,36.36268541,43.23636364,79.59904905,15.02564814,413.569406,1
0.7878787879,1.090909091,32.96281674,43.23636364,76.19918038,13.96346445,424.5408339,1
0.8484848485,1.090909091,35.53946209,43.23636364,78.77582572,12.88044581,420.8321744,1
0.9090909091,1.090909091,36.81666974,43.23636364,80.05303337,12.12121212,423.3566697,1
0.9696969697,1.090909091,38.1772718,43.23636364,81.41363543,9.500108394,434.9745794,1
1.03030303,1.090909091,41.22926993,43.23636364,84.46563356,6.925753554,428.4172701,1
1.090909091,1.090909091,31.5443789,36.10872949,67.65310839,13.51076182,435.3049444,1
1.151515152,1.090909091,39.73549118,43.23636364,82.97185482,5.319649531,434.7091458,1
1.212121212,1.090909091,33.28140269,36.10800675,69.38940943,11.79009666,438.7491418,1
1.272727273,1.090909091,36.51534224,40.54671783,77.06206007,8.539798479,443.4224787,1
1.333333333,1.090909091,40.61240309,43.23636364,83.84876672,4.44273763,439.0443652,1
1.393939394,1.090909091,41.54074755,43.23636364,84.77711119,3.514393162,440.8837185,1
1.454545455,1.090909091,42.44611259,43.23636364,85.68247623,2.609028127,442.6835029,1
1.515151515,1.090909091,37.27120097,36.10792703,73.379128,9.414452909,446.6711702,1
1.575757576,1.090909091,44.20243935,43.23636364,87.43880299,0.8527013643,446.1739144,1
1.636363636,1.090909091,45.05514072,43.23636364,88.29150435,1.123031873,447.8687448,1
1.696969697,1.090909091,39.47278076,36.10798747,75.58076823,5.582359952,451.0459559,1
1.757575758,1.090909091,40.18537587,36.11061467,76.29599054,4.869764848,452.4516177,1
1.818181818,1.090909091,40.87395284,36.1072901,76.98124294,4.181187874,453.8332314,1
1.878787879,1.090909091,41.55778585,36.10788169,77.66566755,3.497354862,455.1920109,1
1.939393939,1.090909091,42.22939401,36.10796153,78.33735553,2.825746707,456.5290457,1
2,1.090909091,42.89086143,36.1079498,78.99881123,2.164279284,457.8453475,1
2.060606061,1.090909091,43.54233949,36.10802752,79.65036701,1.512801225,459.1418519,1
2.121212121,1.090909091,44.18402972,36.10719407,80.29122379,0.9899680513,460.4194263,1
2.181818182,1.090909091,44.81689745,36.10498718,80.92188463,0.2382432678,461.6788786,1
2.242424242,1.090909091,30.73074051,20.5207574,51.2514979,14.55080491,467.863016,1
2.303030303,1.090909091,38.02215087,26.77160748,64.79375835,7.228973392,466.3416373,1
2.363636364,1.090909091,38.52352818,26.77124185,65.29477003,7.232428525,467.3400575,1
2.424242424,1.090909091,39.01848126,26.77146714,65.7899484,8.326285455,468.3257573,1
2.484848485,1.090909091,39.50742214,26.77094904,66.27837118,6.133074158,469.2992111,1
2.545454545,1.090909091,32.75873117,20.52070455,53.27943572,13.48245141,471.9022748,1
2.606060606,1.090909091,33.15003367,20.52090929,53.67094296,12.37985069,472.6807155,1
2.666666667,1.090909091,33.53718748,20.52372671,54.06091419,12.37680073,473.4501569,1
