pE,pN,esp_revenue,nsp_revenue,joint_revenue,eps,social_cost,centralized_success
5.818181818,0,36.87446992,-0.4,36.47446992,20.42834003,469.9020982,1
5.878787879,0,37.06674781,-0.4,36.66674781,20.23606214,470.2858743,1
5.939393939,0,37.25797202,-0.4,36.85797202,20.04483792,470.6676773,1
6,0,37.44824687,-0.4,37.04824687,19.85456307,471.0475372,1
0,0.06060606061,-1,2.024242424,1.024242424,89.6969697,316.6860242,1
0.06060606061,0.06060606061,5.060606061,2.024242424,7.084848485,78.12169554,321.3193098,1
0.1212121212,0.06060606061,11.12121212,2.024242424,13.14545455,80,327.8531335,1
0.1818181818,0.06060606061,17.18181818,2.024242424,19.20606061,77.57575758,336.6563357,1
0.2424242424,0.06060606061,23.04365001,2.024242424,25.06789244,75.15151515,339.4993407,1
0.303030303,0.06060606061,23.15300881,2.024242424,25.17725124,72.72727273,350.3185868,1
0.3636363636,0.06060606061,22.89606202,2.024242424,24.92030445,70.3030303,354.7805541,1
0.4242424242,0.06060606061,24.82951097,2.024242424,26.8537534,67.87878788,358.5533152,1
0.4848484848,0.06060606061,30.42907985,2.024242424,32.45332227,65.45454545,358.9153127,1
0.5454545455,0.06060606061,31.34181664,2.024242424,33.36605906,63.03030303,362.4779476,1
0.6060606061,0.06060606061,31.53372203,2.024242424,33.55796445,60.60606061,371.1481271,1
0.6666666667,0.06060606061,34.77092631,2.024242424,36.79516873,60.60606061,369.2179432,1
0.7272727273,0.06060606061,36.58091509,2.024242424,38.60515751,56.23776935,376.6172945,1
0.7878787879,0.06060606061,34.21497219,2.024242424,36.23921462,55.17558566,377.0036685,1
0.8484848485,0.06060606061,35.53908919,2.024242424,37.56333161,54.09256703,379.6200532,1
0.9090909091,0.06060606061,42.07540112,2.024242424,44.09964354,53.33333333,381.8634512,1
0.9696969697,0.06060606061,38.04917516,2.024242424,40.07341758,50.71222961,384.5862053,1
1.03030303,0.06060606061,35.62226077,2.024242424,37.64650319,48.13787477,387.9334942,1
1.090909091,0.06060606061,31.54475904,2.024242424,33.56900147,47.01267991,395.2789652,1
1.151515152,0.06060606061,32.42295857,2.024242424,34.447201,45.87600033,397.023735,1
