trial,seed,n_users,method,esp_revenue,nsp_revenue,joint_revenue,offloading_size
0,20291001,20,GSSE,0.0,0.0,0.0,0
0,20291001,20,MarketEquilibrium,21.428508363357672,19.6,41.02850836335767,10
0,20291001,20,SingleSP,192.8202589754089,0.0,192.8202589754089,9
0,20291001,20,RandomOffloading,46.40550596107071,19.6,66.00550596107071,15
