trial,seed,F,B,F_B_ratio,joint_revenue,esp_revenue,nsp_revenue,utilization_F,utilization_B,social_cost,offloading_size
0,30313001,100,40,2.5,25.563541902727412,18.23184627746254,7.331695625264872,0.015529799750924058,0.1966635035926212,526.6313520185926,1
