n_users,trial,seed,converged,cycle_detected,rounds,updates,initial_social_cost,final_social_cost,social_cost_reduction,final_avg_gain,final_max_gain,offloading_size,total_f,total_b,runtime_sec,stopping_reason,pE,pN,randomize_order
4,1,402027,1,0,1,3,112.5738655368595,54.321643057304044,58.252222479555456,0.0,0.0,3,21.919546785853775,23.257249200905402,0.00013833306729793549,converged,0.5,0.5,0
4,2,402028,1,0,1,3,76.86341232009569,45.083188387165606,31.780223932930085,0.0,0.0,3,18.298893224314533,14.557830940687051,7.312500383704901e-05,converged,0.5,0.5,0
6,1,602027,1,0,1,4,147.32796766790673,85.95339401338497,61.37457365452177,0.0,0.0,4,27.16352544208629,32.076771467899825,8.174998220056295e-05,converged,0.5,0.5,0
6,2,602028,1,0,1,5,153.30194235975847,76.10924095066774,77.19270140909073,2.9605947323337506e-16,1.7763568394002505e-15,5,31.750874860235946,36.9333703143914,8.437503129243851e-05,converged,0.5,0.5,0
