n_users,trial,seed,round,updates,social_cost,avg_gain,max_gain,offloading_size,total_f,total_b
4,1,402027,0,0,112.5738655368595,14.563055619888864,23.285073051169828,0,0.0,0.0
4,1,402027,1,3,54.321643057304044,0.0,0.0,3,21.919546785853775,23.257249200905402
4,2,402028,0,0,76.86341232009569,7.94505598323252,25.11340848488582,0,0.0,0.0
4,2,402028,1,3,45.083188387165606,0.0,0.0,3,18.298893224314533,14.557830940687051
6,1,602027,0,0,147.32796766790673,10.22909560908696,39.40506420785407,0,0.0,0.0
6,1,602027,1,4,85.95339401338497,0.0,0.0,4,27.16352544208629,32.076771467899825
6,2,602028,0,0,153.30194235975847,12.86545023484846,28.75360458368743,0,0.0,0.0
6,2,602028,1,5,76.10924095066774,2.9605947323337506e-16,1.7763568394002505e-15,5,31.750874860235946,36.9333703143914
