pE,pN,combined_gap
1.644067797,0.1338983051,124.123284197
1.727966102,0.1338983051,120.537022697
1.811864407,0.1338983051,118.06036979699999
1.895762712,0.1338983051,115.39336689699999
1.979661017,0.1338983051,113.40054439699999
2.063559322,0.1338983051,111.082160797
2.147457627,0.1338983051,108.550417697
2.231355932,0.1338983051,105.595595797
2.315254237,0.1338983051,102.48181469699999
2.399152542,0.1338983051,100.721940397
2.483050847,0.1338983051,98.764404997
2.566949153,0.1338983051,96.70018119699999
2.650847458,0.1338983051,94.65564280699999
2.734745763,0.1338983051,92.621562507
2.818644068,0.1338983051,91.772049697
2.902542373,0.1338983051,89.776547127
2.986440678,0.1338983051,88.743464547
3.070338983,0.1338983051,87.439911297
3.154237288,0.1338983051,84.85400148699999
3.238135593,0.1338983051,83.873870287
3.322033898,0.1338983051,81.407808267
3.405932203,0.1338983051,79.078916537
3.489830508,0.1338983051,78.332144977
3.573728814,0.1338983051,75.50642194699999
3.657627119,0.1338983051,74.490896437
3.741525424,0.1338983051,71.704489827
3.825423729,0.1338983051,71.371899797
3.909322034,0.1338983051,68.72958852699999
3.993220339,0.1338983051,67.65267413699999
4.077118644,0.1338983051,66.36866871699999
4.161016949,0.1338983051,65.651004477
4.244915254,0.1338983051,64.32993776699999
4.328813559,0.1338983051,63.62780330699999
4.412711864,0.1338983051,61.666366817
4.496610169,0.1338983051,60.501679877
4.580508475,0.1338983051,58.917172337
4.66440678,0.1338983051,58.183628107000004
4.748305085,0.1338983051,57.795629417
4.83220339,0.1338983051,56.038012136999996
4.916101695,0.1338983051,55.353254197
5.0,0.1338983051,54.040454116999996
0.05,0.2177966102,164.75091109299998
0.1338983051,0.2177966102,164.75091109299998
0.2177966102,0.2177966102,164.75091109299998
0.3016949153,0.2177966102,164.75091109299998
0.3855932203,0.2177966102,164.75091109299998
0.4694915254,0.2177966102,164.75091109299998
0.5533898305,0.2177966102,164.75091109299998
0.6372881356,0.2177966102,164.626929993
0.7211864407,0.2177966102,159.894325293
0.8050847458,0.2177966102,155.148860993
0.8889830508,0.2177966102,150.953459993
0.9728813559,0.2177966102,147.215248993
1.056779661,0.2177966102,143.274186693
1.140677966,0.2177966102,139.849593493
1.224576271,0.2177966102,136.907994693
1.308474576,0.2177966102,133.970898593
1.392372881,0.2177966102,130.923128593
1.476271186,0.2177966102,128.518221193
1.560169492,0.2177966102,124.438903393
1.644067797,0.2177966102,120.767351993
1.727966102,0.2177966102,117.181090493
1.811864407,0.2177966102,114.704437593
1.895762712,0.2177966102,112.037434693
1.979661017,0.2177966102,110.04461219299999
2.063559322,0.2177966102,107.726228593
2.147457627,0.2177966102,105.194485493
2.231355932,0.2177966102,102.239663593
2.315254237,0.2177966102,99.12588249299999
2.399152542,0.2177966102,97.366008193
