method,n_users,trial,source,success,budget_stage2_calls,search_budget_exhausted,budget_stop_mode,final_pE,final_pN,offloading_size,final_grid_ne_gap,esp_revenue,nsp_revenue,joint_revenue,runtime_sec,stage2_solver_calls,audit_stage2_solver_calls,total_stage2_solver_calls,error
Proposed,25,2,reused_reference,1,79,0,reference_reuse,2.2282314914661954,1.5140608869066239,8,3.9973237859113766,62.21150408402707,55.19718152892772,117.4086856129548,1.6689202999696136,79,240,319,
Proposed,25,3,reused_reference,1,37,0,reference_reuse,2.3601254380324366,0.8237758728924961,7,5.977116086797736,50.11559898414997,32.551034915699844,82.66663389984981,0.5666169002652168,37,240,277,
Proposed,25,4,reused_reference,1,37,0,reference_reuse,2.787676864866888,2.2961657229181287,4,1.4442213500754946,35.72720576978002,31.999054727266614,67.72626049704664,0.47837019991129637,37,240,277,
Proposed,25,5,reused_reference,1,37,0,reference_reuse,3.051983310338317,0.701911521975566,5,0.0,41.68702236394787,27.676460879022642,69.36348324297052,0.6171204997226596,37,240,277,
Proposed,30,1,reused_reference,1,37,0,reference_reuse,2.8319559183947804,1.129804142774619,9,5.16626978212642,75.21628184494625,44.699738580240655,119.9160204251869,1.2709133001044393,37,240,277,
Proposed,30,2,reused_reference,1,49,0,reference_reuse,2.9291022925853447,1.2517880554759653,7,6.755976648879006,60.50933016342653,49.67152221903861,110.18085238246513,0.8656011996790767,49,240,289,
Proposed,30,3,reused_reference,1,49,0,reference_reuse,1.8456976554256137,1.1008151672933388,8,7.750350555389261,51.8825487596642,43.632606691733564,95.51515545139776,1.4812676003202796,49,240,289,
Proposed,30,4,reused_reference,1,43,0,reference_reuse,2.2505174505036574,1.2874541781006918,8,1.7687569282436542,61.08181486883889,48.06890519637893,109.15072006521783,1.0677172001451254,43,240,283,
Proposed,30,5,reused_reference,1,109,0,reference_reuse,1.7829423713038257,1.2384526955800599,7,1.2786973986412278,45.67685786297925,49.1381078232024,94.81496568618164,2.348772500641644,109,240,349,
BO-online,10,1,budget_matched_rerun,1,49,1,budget_during_objective,0.5,0.5,7,21.218368968738595,21.997546281805306,19.6,41.59754628180531,0.640858999453485,49,240,289,
GA,10,1,budget_matched_rerun,1,49,1,budget_during_objective,0.5,0.5,7,21.218368968738595,21.997546281805306,19.6,41.59754628180531,0.7068306999281049,49,240,289,
MARL,10,1,budget_matched_rerun,1,49,1,budget_after_new_action,0.609,5.401,1,29.27607171889716,3.520910191750764,10.637313184323911,14.158223376074675,0.5401416001841426,49,240,289,
BO-online,10,2,budget_matched_rerun,1,55,1,budget_during_objective,0.5,0.5,8,36.80366049864565,25.70036321967839,19.6,45.30036321967839,0.9322883002460003,55,240,295,
GA,10,2,budget_matched_rerun,1,55,1,budget_during_objective,0.5,0.5,8,36.80366049864565,25.70036321967839,19.6,45.30036321967839,0.9570577004924417,55,240,295,
MARL,10,2,budget_matched_rerun,1,55,1,budget_after_new_action,3.005,5.401,2,4.420736566278343,19.606040299358753,21.516477349656245,41.122517649014995,0.6708010993897915,55,240,295,
BO-online,10,3,budget_matched_rerun,1,37,1,budget_during_objective,0.5,0.5,5,13.862312834308966,14.883098433704177,19.6,34.48309843370418,0.3387683006003499,37,240,277,
GA,10,3,budget_matched_rerun,1,37,1,budget_during_objective,0.5,0.5,5,13.862312834308966,14.883098433704177,19.6,34.48309843370418,0.27406829968094826,37,240,277,
MARL,10,3,budget_matched_rerun,1,37,1,budget_after_new_action,0.609,0.609,5,6.241680672268913,16.485436555669093,23.960000000000004,40.4454365556691,0.21801820024847984,37,240,277,
BO-online,10,4,budget_matched_rerun,1,113,1,budget_during_objective,2.825947068527629,0.5534328380229555,4,19.404161680808084,32.008707721817686,16.318237137806324,48.32694485962401,1.746412499807775,113,240,353,
GA,10,4,budget_matched_rerun,1,113,1,budget_during_objective,0.121696,5.031579,4,17.625733134582493,6.1182206297633135,50.008977603563835,56.12719823332715,1.6131742997094989,113,240,353,
MARL,10,4,budget_matched_rerun,1,113,0,completed,3.005,5.401,2,5.542078075978807,18.618331062946915,29.470103984068018,48.08843504701493,0.9738346999511123,62,240,302,
BO-online,10,5,budget_matched_rerun,1,31,1,budget_during_objective,0.5,0.5,5,11.075455156793565,15.311096048348977,17.79586856994807,33.10696461829705,0.35170899983495474,31,240,271,
GA,10,5,budget_matched_rerun,1,31,1,budget_during_objective,0.5,0.5,5,11.075455156793565,15.311096048348977,17.79586856994807,33.10696461829705,0.3076213002204895,31,240,271,
MARL,10,5,budget_matched_rerun,1,31,1,budget_after_new_action,2.4059999999999997,5.401,1,4.981775281642201,7.93137044937282,7.043746231064655,14.975116680437475,0.21674290020018816,31,240,271,
BO-online,15,1,budget_matched_rerun,1,49,1,budget_during_objective,0.5,0.5,9,42.148034348649105,27.63135614603884,19.6,47.23135614603884,1.5161736002191901,49,240,289,
GA,15,1,budget_matched_rerun,1,49,1,budget_during_objective,0.5,0.5,9,42.148034348649105,27.63135614603884,19.6,47.23135614603884,1.3871734999120235,49,240,289,
MARL,15,1,budget_matched_rerun,1,49,1,budget_after_new_action,0.609,5.401,4,17.39926406155177,14.118107975855253,41.627535255184604,55.74564323103986,1.0080947000533342,49,240,289,
BO-online,15,2,budget_matched_rerun,1,37,1,budget_during_objective,0.5,0.5,6,39.054561552317374,22.92297661948222,19.6,42.52297661948222,1.1358294999226928,37,240,277,
GA,15,2,budget_matched_rerun,1,37,1,budget_during_objective,0.5,0.5,6,39.054561552317374,22.92297661948222,19.6,42.52297661948222,1.0755925998091698,37,240,277,
MARL,15,2,budget_matched_rerun,1,37,1,budget_after_new_action,4.202999999999999,5.401,1,13.804459789266197,10.911369271556902,14.688423029584762,25.59979230114166,0.5746828000992537,37,240,277,
BO-online,15,3,budget_matched_rerun,1,43,1,budget_during_objective,0.5,0.5,9,47.40276422611928,29.314003421576043,19.6,48.91400342157604,1.4254273995757103,43,240,283,
GA,15,3,budget_matched_rerun,1,43,1,budget_during_objective,0.5,0.5,9,47.40276422611928,29.314003421576043,19.6,48.91400342157604,1.5068292999640107,43,240,283,
MARL,15,3,budget_matched_rerun,1,43,1,budget_after_new_action,0.609,5.401,4,20.22608093645546,14.53125039304814,43.324351448189915,57.855601841238055,0.9442330999299884,43,240,283,
BO-online,15,4,budget_matched_rerun,1,37,1,budget_during_objective,0.5,0.5,9,47.20481278736827,30.792131866314293,19.599999999999998,50.39213186631429,1.3384830998256803,37,240,277,
GA,15,4,budget_matched_rerun,1,37,1,budget_during_objective,0.5,0.5,9,47.20481278736827,30.792131866314293,19.599999999999998,50.39213186631429,1.278354600071907,37,240,277,
MARL,15,4,budget_matched_rerun,1,37,1,budget_after_new_action,4.802,5.401,2,5.690911782890158,23.004629887509246,27.09928114082327,50.10391102833252,0.7990838000550866,37,240,277,
BO-online,15,5,budget_matched_rerun,1,55,1,budget_during_objective,0.5,0.5,8,31.670321125775708,23.334368030297455,19.6,42.934368030297456,1.5479791993275285,55,240,295,
GA,15,5,budget_matched_rerun,1,55,1,budget_during_objective,0.5,0.5,8,31.670321125775708,23.334368030297455,19.6,42.934368030297456,1.9116988005116582,55,240,295,
MARL,15,5,budget_matched_rerun,1,55,1,budget_after_new_action,4.802,5.401,1,6.124541794518594,12.333630432765363,14.974574017577497,27.30820445034286,1.1276257997378707,55,240,295,
BO-online,20,1,budget_matched_rerun,1,49,1,budget_during_objective,0.5,0.5,12,56.91092436974791,37.69392580456835,19.6,57.29392580456835,2.952953699976206,49,240,289,
GA,20,1,budget_matched_rerun,1,49,1,budget_during_objective,0.5,0.5,12,56.91092436974791,37.69392580456835,19.6,57.29392580456835,3.002864600159228,49,240,289,
MARL,20,1,budget_matched_rerun,1,49,1,budget_after_new_action,4.802,5.401,2,2.8107916178561343,20.67641368491416,13.669688256497027,34.346101941411185,1.9085541004315019,49,240,289,
BO-online,20,2,budget_matched_rerun,1,37,1,budget_during_objective,0.5,0.5,8,39.960773521027356,27.428766541875042,19.6,47.028766541875044,1.9069012003019452,37,240,277,
GA,20,2,budget_matched_rerun,1,37,1,budget_during_objective,0.5,0.5,8,39.960773521027356,27.428766541875042,19.6,47.028766541875044,2.131621499545872,37,240,277,
MARL,20,2,budget_matched_rerun,1,37,1,budget_after_new_action,4.802,5.401,1,15.173851617594094,10.071108199929476,8.228953295834655,18.300061495764133,0.9588856995105743,37,240,277,
BO-online,20,3,budget_matched_rerun,1,43,1,budget_during_objective,0.5,0.5,10,53.7912336076838,34.69124490257744,19.6,54.29124490257744,2.3505229000002146,43,240,283,
GA,20,3,budget_matched_rerun,1,43,1,budget_during_objective,0.5,0.5,10,53.7912336076838,34.69124490257744,19.6,54.29124490257744,2.6358307003974915,43,240,283,
MARL,20,3,budget_matched_rerun,1,43,1,budget_after_new_action,4.802,5.401,4,5.08827770254112,46.76120977751139,37.32259657384691,84.0838063513583,1.4552027992904186,43,240,283,
BO-online,20,4,budget_matched_rerun,1,49,1,budget_during_objective,0.5,0.5,13,68.18495011488001,41.81168339020557,19.600000000000005,61.41168339020558,2.5551958000287414,49,240,289,
GA,20,4,budget_matched_rerun,1,49,1,budget_during_objective,0.5,0.5,13,68.18495011488001,41.81168339020557,19.600000000000005,61.41168339020558,2.4523475002497435,49,240,289,
MARL,20,4,budget_matched_rerun,1,49,1,budget_after_new_action,4.802,5.401,2,18.53492187254608,23.228346925276348,20.387708327583027,43.616055252859375,1.7031450998038054,49,240,289,
BO-online,20,5,budget_matched_rerun,1,37,1,budget_during_objective,0.5,0.5,9,71.80915722550773,30.203380127106062,19.6,49.80338012710607,1.611690099351108,37,240,277,
GA,20,5,budget_matched_rerun,1,37,1,budget_during_objective,0.5,0.5,9,71.80915722550773,30.203380127106062,19.6,49.80338012710607,1.5735787004232407,37,240,277,
MARL,20,5,budget_matched_rerun,1,37,1,budget_after_new_action,4.802,5.401,1,21.23541684753608,12.37517323185477,10.305521089642538,22.680694321497306,0.7932008998468518,37,240,277,
BO-online,25,1,budget_matched_rerun,1,37,1,budget_during_objective,0.5,0.5,13,86.21765812628263,42.453229538989845,19.6,62.05322953898985,3.468294200487435,37,240,277,
GA,25,1,budget_matched_rerun,1,37,1,budget_during_objective,0.5,0.5,13,86.21765812628263,42.453229538989845,19.6,62.05322953898985,3.7040338004007936,37,240,277,
MARL,25,1,budget_matched_rerun,1,37,1,budget_after_new_action,4.802,5.401,1,30.04197584379873,12.256587187039601,6.062411724849369,18.31899891188897,1.9585720002651215,37,240,277,
BO-online,25,2,budget_matched_rerun,1,79,1,budget_during_objective,0.5,0.5,11,81.58465062417403,37.63940585802746,19.6,57.23940585802746,6.698133300058544,79,240,319,
GA,25,2,budget_matched_rerun,1,79,1,budget_during_objective,0.5,0.5,11,81.58465062417403,37.63940585802746,19.6,57.23940585802746,5.361491300165653,79,240,319,
MARL,25,2,budget_matched_rerun,1,79,0,completed,2.4059999999999997,5.401,2,27.682859052986956,16.605694779726083,28.69361153524835,45.29930631497443,2.884620200842619,61,240,301,
BO-online,25,3,budget_matched_rerun,1,37,1,budget_during_objective,0.5,0.5,10,58.924369747899156,33.12783282815969,19.6,52.72783282815969,2.6984050003811717,37,240,277,
GA,25,3,budget_matched_rerun,1,37,1,budget_during_objective,0.5,0.5,10,58.924369747899156,33.12783282815969,19.6,52.72783282815969,2.873272500000894,37,240,277,
MARL,25,3,budget_matched_rerun,1,37,1,budget_after_new_action,4.802,5.401,1,16.367499510700434,9.784138149595796,7.775698336171502,17.5598364857673,1.2875572005286813,37,240,277,
BO-online,25,4,budget_matched_rerun,1,37,1,budget_during_objective,0.5,0.5,8,42.81680672268907,28.439591836144746,19.6,48.03959183614475,2.5605255998671055,37,240,277,
GA,25,4,budget_matched_rerun,1,37,1,budget_during_objective,0.5,0.5,8,42.81680672268907,28.439591836144746,19.6,48.03959183614475,2.584530499763787,37,240,277,
MARL,25,4,budget_matched_rerun,1,37,1,budget_after_new_action,4.802,5.401,1,13.39633557556176,13.098955224631965,11.02988306357307,24.128838288205035,1.3959205001592636,37,240,277,
BO-online,25,5,budget_matched_rerun,1,37,1,budget_during_objective,0.5,0.5,7,46.84369747899161,22.99193814578365,19.6,42.59193814578365,2.2614707006141543,37,240,277,
GA,25,5,budget_matched_rerun,1,37,1,budget_during_objective,0.5,0.5,7,46.84369747899161,22.99193814578365,19.6,42.59193814578365,2.159295500256121,37,240,277,
MARL,25,5,budget_matched_rerun,1,37,1,budget_after_new_action,0.609,5.401,1,48.21683351682801,3.3961223779199154,14.199973205861061,17.596095583780976,1.3074111994355917,37,240,277,
BO-online,30,1,budget_matched_rerun,1,37,1,budget_during_objective,0.5,0.5,13,73.01848739495799,43.85457109392932,19.6,63.454571093929324,4.771828000433743,37,240,277,
GA,30,1,budget_matched_rerun,1,37,1,budget_during_objective,0.5,0.5,13,73.01848739495799,43.85457109392932,19.6,63.454571093929324,5.029901599511504,37,240,277,
MARL,30,1,budget_matched_rerun,1,37,1,budget_after_new_action,4.802,5.401,2,18.665724150702495,21.9017147739317,19.09801853643334,40.999733310365045,2.552126799710095,37,240,277,
BO-online,30,2,budget_matched_rerun,1,49,1,budget_during_objective,0.5,0.5,11,96.14380980033589,37.511093024202204,19.599999999999998,57.111093024202205,5.402615400031209,49,240,289,
GA,30,2,budget_matched_rerun,1,49,1,budget_during_objective,0.5,0.5,11,96.14380980033589,37.511093024202204,19.599999999999998,57.111093024202205,5.211996399797499,49,240,289,
MARL,30,2,budget_matched_rerun,1,49,1,budget_after_new_action,4.802,5.401,1,26.873496126857155,11.689239019599029,12.825411580898562,24.51465060049759,3.43983449973166,49,240,289,
BO-online,30,3,budget_matched_rerun,1,49,1,budget_during_objective,0.5,0.5,11,66.9781512605042,36.603636792039495,19.6,56.2036367920395,5.154146699234843,49,240,289,
GA,30,3,budget_matched_rerun,1,49,1,budget_during_objective,0.5,0.5,11,66.9781512605042,36.603636792039495,19.6,56.2036367920395,4.9792967000976205,49,240,289,
MARL,30,3,budget_matched_rerun,1,49,1,budget_after_new_action,3.005,5.401,2,12.955661782758884,17.874770472478776,28.333100973709524,46.2078714461883,3.2127207005396485,49,240,289,
BO-online,30,4,budget_matched_rerun,1,43,1,budget_during_objective,0.5,0.5,11,66.65292699063534,39.1809015646609,19.600000000000005,58.78090156466091,4.685537000186741,43,240,283,
GA,30,4,budget_matched_rerun,1,43,1,budget_during_objective,0.5,0.5,11,66.65292699063534,39.1809015646609,19.600000000000005,58.78090156466091,3.881594699807465,43,240,283,
MARL,30,4,budget_matched_rerun,1,43,1,budget_after_new_action,4.802,5.401,2,2.8223298554287837,23.864074699490036,25.726623700690656,49.59069840018069,2.8604147993028164,43,240,283,
BO-online,30,5,budget_matched_rerun,1,109,1,budget_during_objective,2.825947068527629,0.5534328380229555,5,10.623199634342505,41.9278313885862,21.73731352091822,63.66514490950442,8.450847200118005,109,240,349,
GA,30,5,budget_matched_rerun,1,109,1,budget_during_objective,0.5,0.5,10,69.28187327294503,32.79487525087583,19.6,52.394875250875835,8.111115299165249,109,240,349,
MARL,30,5,budget_matched_rerun,1,109,0,completed,4.802,5.401,1,6.231662298507532,12.285487122013539,15.63693543514975,27.922422557163287,3.1525395000353456,60,240,300,
