provider,point_group,boundary_price,pE,pN,candidate_set_size,candidate_set
E,unique,3.71805695995,3.71805695995,0.5,32,1;2;5;6;10;12;14;15;19;25;28;36;38;45;46;48;55;56;65;70;74;75;77;82;87;89;90;93;95;96;97;99
E,unique,3.31259502568,3.31259502568,0.5,33,1;2;5;6;10;12;14;15;19;25;28;36;38;45;46;48;52;55;56;65;70;74;75;77;82;87;89;90;93;95;96;97;99
E,unique,2.93756529849,2.93756529849,0.5,34,1;2;5;6;10;12;14;15;19;25;28;36;38;45;46;48;52;55;56;65;70;74;75;77;82;87;88;89;90;93;95;96;97;99
E,unique,7.83113637196,7.83113637196,0.5,9,6;38;45;48;65;70;77;90;97
E,unique,4.51685372469,4.51685372469,0.5,10,6;12;38;45;48;65;70;77;90;97
E,unique,3.04682702693,3.04682702693,0.5,11,6;12;25;38;45;48;65;70;77;90;97
E,unique,2.54097619747,2.54097619747,0.5,12,6;12;25;38;45;46;48;65;70;77;90;97
E,unique,1.91153399062,1.91153399062,0.5,13,5;6;12;25;38;45;46;48;65;70;77;90;97
E,unique,1.55094095663,1.55094095663,0.5,14,5;6;10;12;25;38;45;46;48;65;70;77;90;97
E,unique,1.32412382977,1.32412382977,0.5,15,5;6;10;12;25;38;45;46;48;65;70;77;90;93;97
E,unique,1.0732030136,1.0732030136,0.5,16,5;6;10;12;25;38;45;46;48;65;70;75;77;90;93;97
E,unique,0.940683436348,0.940683436348,0.5,17,1;5;6;10;12;25;38;45;46;48;65;70;75;77;90;93;97
E,unique,0.797249660415,0.797249660415,0.5,18,1;5;6;10;12;25;38;45;46;48;55;65;70;75;77;90;93;97
E,unique,3.42990892807,3.42990892807,0.5,19,1;5;6;10;12;25;38;45;46;48;55;65;70;75;77;90;93;96;97
E,unique,2.96598336159,2.96598336159,0.5,20,1;5;6;10;12;25;38;45;46;48;55;65;70;75;77;82;90;93;96;97
E,unique,2.59307072349,2.59307072349,0.5,21,1;5;6;10;12;25;38;45;46;48;55;65;70;75;77;82;90;93;95;96;97
E,unique,2.13484275607,2.13484275607,0.5,22,1;5;6;10;12;25;36;38;45;46;48;55;65;70;75;77;82;90;93;95;96;97
E,unique,1.59640859253,1.59640859253,0.5,23,1;5;6;10;12;25;36;38;45;46;48;55;65;70;74;75;77;82;90;93;95;96;97
E,unique,1.46032283358,1.46032283358,0.5,24,1;5;6;10;12;25;36;38;45;46;48;55;65;70;74;75;77;82;89;90;93;95;96;97
E,unique,2.31410513754,2.31410513754,0.5,25,1;5;6;10;12;25;36;38;45;46;48;55;65;70;74;75;77;82;87;89;90;93;95;96;97
E,unique,2.0105845771,2.0105845771,0.5,26,1;5;6;10;12;25;36;38;45;46;48;55;65;70;74;75;77;82;87;89;90;93;95;96;97;99
E,unique,1.86280718723,1.86280718723,0.5,27,1;2;5;6;10;12;25;36;38;45;46;48;55;65;70;74;75;77;82;87;89;90;93;95;96;97;99
E,unique,1.92014592867,1.92014592867,0.5,28,1;2;5;6;10;12;25;36;38;45;46;48;55;56;65;70;74;75;77;82;87;89;90;93;95;96;97;99
E,unique,2.70383714375,2.70383714375,0.5,29,1;2;5;6;10;12;14;25;36;38;45;46;48;55;56;65;70;74;75;77;82;87;89;90;93;95;96;97;99
E,unique,2.43332446951,2.43332446951,0.5,30,1;2;5;6;10;12;14;25;28;36;38;45;46;48;55;56;65;70;74;75;77;82;87;89;90;93;95;96;97;99
E,unique,2.21428083713,2.21428083713,0.5,31,1;2;5;6;10;12;14;19;25;28;36;38;45;46;48;55;56;65;70;74;75;77;82;87;89;90;93;95;96;97;99
E,unique,3.56661612722,3.56661612722,0.5,32,1;2;5;6;10;12;14;19;25;28;36;38;45;46;48;52;55;56;65;70;74;75;77;82;87;89;90;93;95;96;97;99
E,unique,3.17704887863,3.17704887863,0.5,33,1;2;5;6;10;12;14;19;25;28;36;38;45;46;48;52;55;56;65;70;74;75;77;82;87;88;89;90;93;95;96;97;99
E,unique,2.74453824971,2.74453824971,0.5,34,1;2;5;6;10;12;14;19;25;28;36;38;43;45;46;48;52;55;56;65;70;74;75;77;82;87;88;89;90;93;95;96;97;99
E,unique,9.44260909542,9.44260909542,0.5,8,6;38;45;48;65;70;77;97
E,unique,5.12255555439,5.12255555439,0.5,9,6;12;38;45;48;65;70;77;97
E,unique,3.43348549002,3.43348549002,0.5,10,6;12;25;38;45;48;65;70;77;97
E,unique,2.86615338005,2.86615338005,0.5,11,6;12;25;38;45;46;48;65;70;77;97
E,unique,2.14423503946,2.14423503946,0.5,12,5;6;12;25;38;45;46;48;65;70;77;97
E,unique,1.76121063188,1.76121063188,0.5,13,5;6;10;12;25;38;45;46;48;65;70;77;97
E,unique,1.51891848028,1.51891848028,0.5,14,5;6;10;12;25;38;45;46;48;65;70;77;93;97
E,unique,1.25770976812,1.25770976812,0.5,15,5;6;10;12;25;38;45;46;48;65;70;75;77;93;97
E,unique,1.11643515456,1.11643515456,0.5,16,1;5;6;10;12;25;38;45;46;48;65;70;75;77;93;97
E,unique,0.966323938456,0.966323938456,0.5,17,1;5;6;10;12;25;38;45;46;48;55;65;70;75;77;93;97
E,unique,0.874059923926,0.874059923926,0.5,18,1;5;6;10;12;25;38;45;46;48;55;65;70;75;77;93;96;97
E,unique,3.40623579474,3.40623579474,0.5,19,1;5;6;10;12;25;38;45;46;48;55;65;70;75;77;82;93;96;97
E,unique,2.95148819644,2.95148819644,0.5,20,1;5;6;10;12;25;38;45;46;48;55;65;70;75;77;82;93;95;96;97
E,unique,2.45889525639,2.45889525639,0.5,21,1;5;6;10;12;25;36;38;45;46;48;55;65;70;75;77;82;93;95;96;97
E,unique,1.87817985952,1.87817985952,0.5,22,1;5;6;10;12;25;36;38;45;46;48;55;65;70;74;75;77;82;93;95;96;97
E,unique,1.58688446691,1.58688446691,0.5,23,1;5;6;10;12;25;36;38;45;46;48;55;65;70;74;75;77;82;89;93;95;96;97
E,unique,2.62723966423,2.62723966423,0.5,24,1;5;6;10;12;25;36;38;45;46;48;55;65;70;74;75;77;82;87;89;93;95;96;97
E,unique,2.30313626636,2.30313626636,0.5,25,1;5;6;10;12;25;36;38;45;46;48;55;65;70;74;75;77;82;87;89;93;95;96;97;99
E,unique,1.9696496401,1.9696496401,0.5,26,1;2;5;6;10;12;25;36;38;45;46;48;55;65;70;74;75;77;82;87;89;93;95;96;97;99
E,unique,1.77939226055,1.77939226055,0.5,27,1;2;5;6;10;12;25;36;38;45;46;48;55;56;65;70;74;75;77;82;87;89;93;95;96;97;99
E,unique,2.94704251008,2.94704251008,0.5,28,1;2;5;6;10;12;14;25;36;38;45;46;48;55;56;65;70;74;75;77;82;87;89;93;95;96;97;99
E,unique,2.6643120519,2.6643120519,0.5,29,1;2;5;6;10;12;14;25;28;36;38;45;46;48;55;56;65;70;74;75;77;82;87;89;93;95;96;97;99
E,unique,2.43486796187,2.43486796187,0.5,30,1;2;5;6;10;12;14;19;25;28;36;38;45;46;48;55;56;65;70;74;75;77;82;87;89;93;95;96;97;99
E,unique,3.86274460463,3.86274460463,0.5,31,1;2;5;6;10;12;14;19;25;28;36;38;45;46;48;52;55;56;65;70;74;75;77;82;87;89;93;95;96;97;99
E,unique,3.45686913521,3.45686913521,0.5,32,1;2;5;6;10;12;14;19;25;28;36;38;45;46;48;52;55;56;65;70;74;75;77;82;87;88;89;93;95;96;97;99
E,unique,3.00503176365,3.00503176365,0.5,33,1;2;5;6;10;12;14;19;25;28;36;38;43;45;46;48;52;55;56;65;70;74;75;77;82;87;88;89;93;95;96;97;99
E,unique,2.63395332521,2.63395332521,0.5,34,1;2;5;6;10;12;14;19;25;28;36;38;43;45;46;48;52;55;56;65;68;70;74;75;77;82;87;88;89;93;95;96;97;99
E,unique,12.2881769126,12.2881769126,0.5,7,6;45;48;65;70;77;97
E,unique,5.88133508544,5.88133508544,0.5,8,6;12;45;48;65;70;77;97
E,unique,3.91629789848,3.91629789848,0.5,9,6;12;25;45;48;65;70;77;97
E,unique,3.27239140687,3.27239140687,0.5,10,6;12;25;45;46;48;65;70;77;97
E,unique,2.4341230818,2.4341230818,0.5,11,5;6;12;25;45;46;48;65;70;77;97
E,unique,2.02479547386,2.02479547386,0.5,12,5;6;10;12;25;45;46;48;65;70;77;97
E,unique,1.7643571898,1.7643571898,0.5,13,5;6;10;12;25;45;46;48;65;70;77;93;97
E,unique,1.49269687218,1.49269687218,0.5,14,5;6;10;12;25;45;46;48;65;70;75;77;93;97
E,unique,1.34154176804,1.34154176804,0.5,15,1;5;6;10;12;25;45;46;48;65;70;75;77;93;97
E,unique,1.17822025601,1.17822025601,0.5,16,1;5;6;10;12;25;45;46;48;55;65;70;75;77;93;97
E,unique,0.940898393692,0.940898393692,0.5,17,1;5;6;10;12;25;45;46;48;55;65;70;75;77;93;96;97
E,unique,0.82578243071,0.82578243071,0.5,18,1;5;6;10;12;25;45;46;48;55;65;70;75;77;82;93;96;97
E,unique,5.0956751678,5.0956751678,0.5,19,1;5;6;10;12;25;45;46;48;55;65;70;75;77;82;93;95;96;97
E,unique,4.48470553258,4.48470553258,0.5,20,1;5;6;10;12;25;36;45;46;48;55;65;70;75;77;82;93;95;96;97
E,unique,3.73885707893,3.73885707893,0.5,21,1;5;6;10;12;25;36;45;46;48;55;65;70;74;75;77;82;93;95;96;97
E,unique,3.35050387529,3.35050387529,0.5,22,1;5;6;10;12;25;36;45;46;48;55;65;70;74;75;77;82;89;93;95;96;97
E,unique,3.01972575874,3.01972575874,0.5,23,1;5;6;10;12;25;36;45;46;48;55;65;70;74;75;77;82;87;89;93;95;96;97
E,unique,2.67148676816,2.67148676816,0.5,24,1;5;6;10;12;25;36;45;46;48;55;65;70;74;75;77;82;87;89;93;95;96;97;99
E,unique,2.31131719789,2.31131719789,0.5,25,1;2;5;6;10;12;25;36;45;46;48;55;65;70;74;75;77;82;87;89;93;95;96;97;99
E,unique,1.93108288865,1.93108288865,0.5,26,1;2;5;6;10;12;25;36;45;46;48;55;56;65;70;74;75;77;82;87;89;93;95;96;97;99
E,unique,1.91948813004,1.91948813004,0.5,27,1;2;5;6;10;12;14;25;36;45;46;48;55;56;65;70;74;75;77;82;87;89;93;95;96;97;99
E,unique,2.94850923573,2.94850923573,0.5,28,1;2;5;6;10;12;14;25;28;36;45;46;48;55;56;65;70;74;75;77;82;87;89;93;95;96;97;99
E,unique,2.70686948944,2.70686948944,0.5,29,1;2;5;6;10;12;14;19;25;28;36;45;46;48;55;56;65;70;74;75;77;82;87;89;93;95;96;97;99
E,unique,2.38204473881,2.38204473881,0.5,30,1;2;5;6;10;12;14;19;25;28;36;45;46;48;52;55;56;65;70;74;75;77;82;87;89;93;95;96;97;99
E,unique,3.80002981553,3.80002981553,0.5,31,1;2;5;6;10;12;14;19;25;28;36;45;46;48;52;55;56;65;70;74;75;77;82;87;88;89;93;95;96;97;99
E,unique,3.32552975764,3.32552975764,0.5,32,1;2;5;6;10;12;14;19;25;28;36;43;45;46;48;52;55;56;65;70;74;75;77;82;87;88;89;93;95;96;97;99
E,unique,2.93452880295,2.93452880295,0.5,33,1;2;5;6;10;12;14;19;25;28;36;43;45;46;48;52;55;56;65;68;70;74;75;77;82;87;88;89;93;95;96;97;99
E,unique,2.6695190941,2.6695190941,0.5,34,1;2;5;6;10;12;14;19;25;28;36;43;45;46;48;52;55;56;65;68;70;74;75;77;82;87;88;89;93;95;96;97;98;99
E,unique,12.3230792227,12.3230792227,0.5,6,6;45;48;65;77;97
E,unique,6.4461001601,6.4461001601,0.5,7,6;12;45;48;65;77;97
E,unique,4.2747118758,4.2747118758,0.5,8,6;12;25;45;48;65;77;97
E,unique,3.57407961915,3.57407961915,0.5,9,6;12;25;45;46;48;65;77;97
E,unique,2.6489072069,2.6489072069,0.5,10,5;6;12;25;45;46;48;65;77;97
E,unique,2.2210889127,2.2210889127,0.5,11,5;6;10;12;25;45;46;48;65;77;97
E,unique,1.94789421734,1.94789421734,0.5,12,5;6;10;12;25;45;46;48;65;77;93;97
E,unique,1.66992822035,1.66992822035,0.5,13,5;6;10;12;25;45;46;48;65;75;77;93;97
E,unique,1.5098185088,1.5098185088,0.5,14,1;5;6;10;12;25;45;46;48;65;75;77;93;97
E,unique,1.3384323726,1.3384323726,0.5,15,1;5;6;10;12;25;45;46;48;55;65;75;77;93;97
E,unique,1.08727725625,1.08727725625,0.5,16,1;5;6;10;12;25;45;46;48;55;65;75;77;93;96;97
E,unique,0.836510727484,0.836510727484,0.5,17,1;5;6;10;12;25;45;46;48;55;65;75;77;82;93;96;97
E,unique,0.764814858709,0.764814858709,0.5,18,1;5;6;10;12;25;45;46;48;55;65;75;77;82;93;95;96;97
E,unique,5.0985450149,5.0985450149,0.5,19,1;5;6;10;12;25;36;45;46;48;55;65;75;77;82;93;95;96;97
E,unique,4.3035410556,4.3035410556,0.5,20,1;5;6;10;12;25;36;45;46;48;55;65;74;75;77;82;93;95;96;97
E,unique,3.88744636865,3.88744636865,0.5,21,1;5;6;10;12;25;36;45;46;48;55;65;74;75;77;82;89;93;95;96;97
E,unique,3.53162392314,3.53162392314,0.5,22,1;5;6;10;12;25;36;45;46;48;55;65;74;75;77;82;87;89;93;95;96;97
E,unique,3.15535423908,3.15535423908,0.5,23,1;5;6;10;12;25;36;45;46;48;55;65;74;75;77;82;87;89;93;95;96;97;99
E,unique,2.7640334744,2.7640334744,0.5,24,1;2;5;6;10;12;25;36;45;46;48;55;65;74;75;77;82;87;89;93;95;96;97;99
E,unique,2.2644362982,2.2644362982,0.5,25,1;2;5;6;10;12;25;36;45;46;48;55;56;65;74;75;77;82;87;89;93;95;96;97;99
E,unique,1.73249488404,1.73249488404,0.5,26,1;2;5;6;10;12;14;25;36;45;46;48;55;56;65;74;75;77;82;87;89;93;95;96;97;99
E,unique,1.82945191129,1.82945191129,0.5,27,1;2;5;6;10;12;14;25;28;36;45;46;48;55;56;65;74;75;77;82;87;89;93;95;96;97;99
E,unique,2.90670086187,2.90670086187,0.5,28,1;2;5;6;10;12;14;19;25;28;36;45;46;48;55;56;65;74;75;77;82;87;89;93;95;96;97;99
E,unique,2.56972346162,2.56972346162,0.5,29,1;2;5;6;10;12;14;19;25;28;36;45;46;48;52;55;56;65;74;75;77;82;87;89;93;95;96;97;99
E,unique,2.25930603515,2.25930603515,0.5,30,1;2;5;6;10;12;14;19;25;28;36;45;46;48;52;55;56;65;74;75;77;82;87;88;89;93;95;96;97;99
E,unique,3.56055297405,3.56055297405,0.5,31,1;2;5;6;10;12;14;19;25;28;36;43;45;46;48;52;55;56;65;74;75;77;82;87;88;89;93;95;96;97;99
E,unique,3.15554684157,3.15554684157,0.5,32,1;2;5;6;10;12;14;19;25;28;36;43;45;46;48;52;55;56;65;68;74;75;77;82;87;88;89;93;95;96;97;99
E,unique,2.88050668593,2.88050668593,0.5,33,1;2;5;6;10;12;14;19;25;28;36;43;45;46;48;52;55;56;65;68;74;75;77;82;87;88;89;93;95;96;97;98;99
E,unique,2.57623778828,2.57623778828,0.5,34,1;2;5;6;10;12;14;19;25;28;36;43;45;46;48;52;55;56;65;68;74;75;77;79;82;87;88;89;93;95;96;97;98;99
E,raw_duplicate,12.3230792227,12.3230792227,0.5,5,6;48;65;77;97
E,unique,6.77769938561,6.77769938561,0.5,6,6;12;48;65;77;97
E,unique,4.6415953701,4.6415953701,0.5,7,6;12;25;48;65;77;97
E,unique,3.88298725461,3.88298725461,0.5,8,6;12;25;46;48;65;77;97
E,unique,2.86845287971,2.86845287971,0.5,9,5;6;12;25;46;48;65;77;97
E,unique,2.42249361861,2.42249361861,0.5,10,5;6;10;12;25;46;48;65;77;97
E,unique,2.13678377742,2.13678377742,0.5,11,5;6;10;12;25;46;48;65;77;93;97
E,unique,1.85346706596,1.85346706596,0.5,12,5;6;10;12;25;46;48;65;75;77;93;97
E,unique,1.68457210791,1.68457210791,0.5,13,1;5;6;10;12;25;46;48;65;75;77;93;97
E,unique,1.50324844835,1.50324844835,0.5,14,1;5;6;10;12;25;46;48;55;65;75;77;93;97
E,unique,1.2384672493,1.2384672493,0.5,15,1;5;6;10;12;25;46;48;55;65;75;77;93;96;97
E,unique,0.823899381258,0.823899381258,0.5,16,1;5;6;10;12;25;46;48;55;65;75;77;82;93;96;97
E,unique,0.724931207922,0.724931207922,0.5,17,1;5;6;10;12;25;46;48;55;65;75;77;82;93;95;96;97
E,unique,0.770648962787,0.770648962787,0.5,18,1;5;6;10;12;25;36;46;48;55;65;75;77;82;93;95;96;97
E,unique,5.17768256227,5.17768256227,0.5,19,1;5;6;10;12;25;36;46;48;55;65;74;75;77;82;93;95;96;97
E,unique,4.71021828991,4.71021828991,0.5,20,1;5;6;10;12;25;36;46;48;55;65;74;75;77;82;89;93;95;96;97
E,unique,4.21062752839,4.21062752839,0.5,21,1;5;6;10;12;25;36;46;48;55;65;74;75;77;82;87;89;93;95;96;97
E,unique,3.68706824995,3.68706824995,0.5,22,1;5;6;10;12;25;36;46;48;55;65;74;75;77;82;87;89;93;95;96;97;99
E,unique,3.14869152403,3.14869152403,0.5,23,1;2;5;6;10;12;25;36;46;48;55;65;74;75;77;82;87;89;93;95;96;97;99
E,unique,2.58461975903,2.58461975903,0.5,24,1;2;5;6;10;12;25;36;46;48;55;56;65;74;75;77;82;87;89;93;95;96;97;99
E,unique,1.77157364415,1.77157364415,0.5,25,1;2;5;6;10;12;14;25;36;46;48;55;56;65;74;75;77;82;87;89;93;95;96;97;99
E,unique,2.0456030734,2.0456030734,0.5,26,1;2;5;6;10;12;14;25;28;36;46;48;55;56;65;74;75;77;82;87;89;93;95;96;97;99
E,unique,1.78184807098,1.78184807098,0.5,27,1;2;5;6;10;12;14;19;25;28;36;46;48;55;56;65;74;75;77;82;87;89;93;95;96;97;99
E,unique,2.76076779735,2.76076779735,0.5,28,1;2;5;6;10;12;14;19;25;28;36;46;48;52;55;56;65;74;75;77;82;87;89;93;95;96;97;99
E,unique,2.43865373027,2.43865373027,0.5,29,1;2;5;6;10;12;14;19;25;28;36;46;48;52;55;56;65;74;75;77;82;87;88;89;93;95;96;97;99
E,unique,2.08278159215,2.08278159215,0.5,30,1;2;5;6;10;12;14;19;25;28;36;43;46;48;52;55;56;65;74;75;77;82;87;88;89;93;95;96;97;99
E,unique,3.38018223016,3.38018223016,0.5,31,1;2;5;6;10;12;14;19;25;28;36;43;46;48;52;55;56;65;68;74;75;77;82;87;88;89;93;95;96;97;99
E,unique,3.09530133628,3.09530133628,0.5,32,1;2;5;6;10;12;14;19;25;28;36;43;46;48;52;55;56;65;68;74;75;77;82;87;88;89;93;95;96;97;98;99
E,unique,2.77958113181,2.77958113181,0.5,33,1;2;5;6;10;12;14;19;25;28;36;43;46;48;52;55;56;65;68;74;75;77;79;82;87;88;89;93;95;96;97;98;99
E,unique,2.56750873793,2.56750873793,0.5,34,1;2;5;6;10;12;14;19;25;28;30;36;43;46;48;52;55;56;65;68;74;75;77;79;82;87;88;89;93;95;96;97;98;99
E,unique,13.3491006719,13.3491006719,0.5,4,6;65;77;97
E,raw_duplicate,6.77769938561,6.77769938561,0.5,5,6;12;65;77;97
E,unique,4.87037676526,4.87037676526,0.5,6,6;12;25;65;77;97
E,unique,4.13080330329,4.13080330329,0.5,7,6;12;25;46;65;77;97
E,unique,3.04433342036,3.04433342036,0.5,8,5;6;12;25;46;65;77;97
E,unique,2.58433681484,2.58433681484,0.5,9,5;6;10;12;25;46;65;77;97
E,unique,2.28894284747,2.28894284747,0.5,10,5;6;10;12;25;46;65;77;93;97
E,unique,2.00205383943,2.00205383943,0.5,11,5;6;10;12;25;46;65;75;77;93;97
E,unique,1.8263609234,1.8263609234,0.5,12,1;5;6;10;12;25;46;65;75;77;93;97
E,unique,1.63734768265,1.63734768265,0.5,13,1;5;6;10;12;25;46;55;65;75;77;93;97
E,unique,1.36177863523,1.36177863523,0.5,14,1;5;6;10;12;25;46;55;65;75;77;93;96;97
E,unique,1.03151932505,1.03151932505,0.5,15,1;5;6;10;12;25;46;55;65;75;77;82;93;96;97
E,unique,0.607736781718,0.607736781718,0.5,16,1;5;6;10;12;25;46;55;65;75;77;82;93;95;96;97
E,unique,0.683540739173,0.683540739173,0.5,17,1;5;6;10;12;25;36;46;55;65;75;77;82;93;95;96;97
E,unique,5.45481866243,5.45481866243,0.5,18,1;5;6;10;12;25;36;46;55;65;74;75;77;82;93;95;96;97
E,unique,5.00024573265,5.00024573265,0.5,19,1;5;6;10;12;25;36;46;55;65;74;75;77;82;89;93;95;96;97
E,unique,4.54364211301,4.54364211301,0.5,20,1;5;6;10;12;25;36;46;55;65;74;75;77;82;87;89;93;95;96;97
E,unique,3.99909891934,3.99909891934,0.5,21,1;5;6;10;12;25;36;46;55;65;74;75;77;82;87;89;93;95;96;97;99
E,unique,3.4375235655,3.4375235655,0.5,22,1;2;5;6;10;12;25;36;46;55;65;74;75;77;82;87;89;93;95;96;97;99
E,unique,2.8469001889,2.8469001889,0.5,23,1;2;5;6;10;12;25;36;46;55;56;65;74;75;77;82;87;89;93;95;96;97;99
E,unique,1.98980773971,1.98980773971,0.5,24,1;2;5;6;10;12;14;25;36;46;55;56;65;74;75;77;82;87;89;93;95;96;97;99
E,unique,1.59314979425,1.59314979425,0.5,25,1;2;5;6;10;12;14;25;28;36;46;55;56;65;74;75;77;82;87;89;93;95;96;97;99
E,unique,1.94591891485,1.94591891485,0.5,26,1;2;5;6;10;12;14;19;25;28;36;46;55;56;65;74;75;77;82;87;89;93;95;96;97;99
E,unique,4.96867465687,4.96867465687,0.5,27,1;2;5;6;10;12;14;19;25;28;36;46;52;55;56;65;74;75;77;82;87;89;93;95;96;97;99
E,unique,4.50683829868,4.50683829868,0.5,28,1;2;5;6;10;12;14;19;25;28;36;46;52;55;56;65;74;75;77;82;87;88;89;93;95;96;97;99
E,unique,3.98868212352,3.98868212352,0.5,29,1;2;5;6;10;12;14;19;25;28;36;43;46;52;55;56;65;74;75;77;82;87;88;89;93;95;96;97;99
E,unique,3.55930356025,3.55930356025,0.5,30,1;2;5;6;10;12;14;19;25;28;36;43;46;52;55;56;65;68;74;75;77;82;87;88;89;93;95;96;97;99
E,unique,3.26680797679,3.26680797679,0.5,31,1;2;5;6;10;12;14;19;25;28;36;43;46;52;55;56;65;68;74;75;77;82;87;88;89;93;95;96;97;98;99
E,unique,2.9422268368,2.9422268368,0.5,32,1;2;5;6;10;12;14;19;25;28;36;43;46;52;55;56;65;68;74;75;77;79;82;87;88;89;93;95;96;97;98;99
E,unique,2.59083437065,2.59083437065,0.5,33,1;2;5;6;10;12;14;19;25;28;30;36;43;46;52;55;56;65;68;74;75;77;79;82;87;88;89;93;95;96;97;98;99
E,unique,17.0343476532,17.0343476532,0.5,3,6;77;97
E,raw_duplicate,6.77769938561,6.77769938561,0.5,4,6;12;77;97
E,raw_duplicate,4.87037676526,4.87037676526,0.5,5,6;12;25;77;97
E,unique,4.42279818747,4.42279818747,0.5,6,6;12;25;46;77;97
E,unique,3.33027510498,3.33027510498,0.5,7,5;6;12;25;46;77;97
E,unique,2.84829609319,2.84829609319,0.5,8,5;6;10;12;25;46;77;97
E,unique,2.53773683603,2.53773683603,0.5,9,5;6;10;12;25;46;77;93;97
E,unique,2.24624938314,2.24624938314,0.5,10,5;6;10;12;25;46;75;77;93;97
E,unique,2.05991090127,2.05991090127,0.5,11,1;5;6;10;12;25;46;75;77;93;97
E,unique,1.85885581749,1.85885581749,0.5,12,1;5;6;10;12;25;46;55;75;77;93;97
E,unique,1.56440675227,1.56440675227,0.5,13,1;5;6;10;12;25;46;55;75;77;93;96;97
E,unique,1.28171443515,1.28171443515,0.5,14,1;5;6;10;12;25;46;55;75;77;82;93;96;97
E,unique,0.820096025494,0.820096025494,0.5,15,1;5;6;10;12;25;46;55;75;77;82;93;95;96;97
E,unique,0.78333803215,0.78333803215,0.5,16,1;5;6;10;12;25;36;46;55;75;77;82;93;95;96;97
E,unique,0.701506706871,0.701506706871,0.5,17,1;5;6;10;12;25;36;46;55;74;75;77;82;93;95;96;97
E,unique,5.63852905185,5.63852905185,0.5,18,1;5;6;10;12;25;36;46;55;74;75;77;82;89;93;95;96;97
E,unique,5.09060242674,5.09060242674,0.5,19,1;5;6;10;12;25;36;46;55;74;75;77;82;87;89;93;95;96;97
E,unique,4.51319853406,4.51319853406,0.5,20,1;5;6;10;12;25;36;46;55;74;75;77;82;87;89;93;95;96;97;99
E,unique,3.91529425298,3.91529425298,0.5,21,1;2;5;6;10;12;25;36;46;55;74;75;77;82;87;89;93;95;96;97;99
E,unique,3.28309119462,3.28309119462,0.5,22,1;2;5;6;10;12;25;36;46;55;56;74;75;77;82;87;89;93;95;96;97;99
E,unique,2.35702242149,2.35702242149,0.5,23,1;2;5;6;10;12;14;25;36;46;55;56;74;75;77;82;87;89;93;95;96;97;99
E,unique,1.92336582295,1.92336582295,0.5,24,1;2;5;6;10;12;14;25;28;36;46;55;56;74;75;77;82;87;89;93;95;96;97;99
E,unique,1.58892073711,1.58892073711,0.5,25,1;2;5;6;10;12;14;19;25;28;36;46;55;56;74;75;77;82;87;89;93;95;96;97;99
E,unique,5.31004015072,5.31004015072,0.5,26,1;2;5;6;10;12;14;19;25;28;36;46;52;55;56;74;75;77;82;87;89;93;95;96;97;99
E,unique,4.83222198318,4.83222198318,0.5,27,1;2;5;6;10;12;14;19;25;28;36;46;52;55;56;74;75;77;82;87;88;89;93;95;96;97;99
E,unique,4.29512589305,4.29512589305,0.5,28,1;2;5;6;10;12;14;19;25;28;36;43;46;52;55;56;74;75;77;82;87;88;89;93;95;96;97;99
E,unique,3.84909746056,3.84909746056,0.5,29,1;2;5;6;10;12;14;19;25;28;36;43;46;52;55;56;68;74;75;77;82;87;88;89;93;95;96;97;99
E,unique,3.54467731391,3.54467731391,0.5,30,1;2;5;6;10;12;14;19;25;28;36;43;46;52;55;56;68;74;75;77;82;87;88;89;93;95;96;97;98;99
E,unique,3.20621999632,3.20621999632,0.5,31,1;2;5;6;10;12;14;19;25;28;36;43;46;52;55;56;68;74;75;77;79;82;87;88;89;93;95;96;97;98;99
E,unique,2.83891134053,2.83891134053,0.5,32,1;2;5;6;10;12;14;19;25;28;30;36;43;46;52;55;56;68;74;75;77;79;82;87;88;89;93;95;96;97;98;99
E,unique,2.53958909989,2.53958909989,0.5,33,1;2;5;6;8;10;12;14;19;25;28;30;36;43;46;52;55;56;68;74;75;77;79;82;87;88;89;93;95;96;97;98;99
E,unique,2.46227983593,2.46227983593,0.5,34,1;2;5;6;8;9;10;12;14;19;25;28;30;36;43;46;52;55;56;68;74;75;77;79;82;87;88;89;93;95;96;97;98;99
E,unique,17.1747455829,17.1747455829,0.5,2,77;97
E,raw_duplicate,6.77769938561,6.77769938561,0.5,3,12;77;97
E,raw_duplicate,4.87037676526,4.87037676526,0.5,4,12;25;77;97
E,raw_duplicate,4.42279818747,4.42279818747,0.5,5,12;25;46;77;97
E,unique,3.47746099665,3.47746099665,0.5,6,5;12;25;46;77;97
E,unique,3.21848572418,3.21848572418,0.5,7,5;10;12;25;46;77;97
E,unique,2.8877967272,2.8877967272,0.5,8,5;10;12;25;46;77;93;97
E,unique,2.59208281148,2.59208281148,0.5,9,5;10;12;25;46;75;77;93;97
E,unique,2.39161387292,2.39161387292,0.5,10,1;5;10;12;25;46;75;77;93;97
E,unique,2.17457497543,2.17457497543,0.5,11,1;5;10;12;25;46;55;75;77;93;97
E,unique,1.85506540353,1.85506540353,0.5,12,1;5;10;12;25;46;55;75;77;93;96;97
E,unique,1.54672929538,1.54672929538,0.5,13,1;5;10;12;25;46;55;75;77;82;93;96;97
E,unique,1.15103005301,1.15103005301,0.5,14,1;5;10;12;25;46;55;75;77;82;93;95;96;97
