n_users,iteration,epsilon_mean,epsilon_std,count
20,0,344.7666940063878,228.34362495043496,3
20,1,0.23127876290449004,0.35544569955236155,3
20,2,294.64750606525484,263.9513224240302,3
20,3,156.72931905412565,0.0,1
