iteration,pE,pN,epsilon,dist_to_se,epsilon_delta
0,0.6383055917684638,2.9895404334735023,17.709011222415953,1.2390558205545228,nan
1,0.6383055917684638,2.9895404334735023,0.0,1.2390558205545228,17.709011222415953
2,0.6383055917684638,2.9895404334735023,0.0,1.2390558205545228,0.0
3,0.6383055917684638,2.9895404334735023,0.0,1.2390558205545228,0.0
4,0.6383055917684638,2.9895404334735023,0.0,1.2390558205545228,nan
