trial,trial_seed,n_users,F,B,cE,cN,final_pE,final_pN,price_margin_E,price_margin_N,comp_utilization,band_utilization,offloading_ratio,offloading_size,social_cost,esp_revenue,nsp_revenue,joint_revenue,restricted_gap,outer_iterations,stage2_oracle_calls,runtime_sec,stage1_method,stopping_reason
1,502377,50,20.0,20.0,0.01,0.01,4.689447717492776,1.9198945010880932,4.679447717492776,1.9098945010880932,0.6877292682502572,1.0,0.12,6,1169.0886060750295,64.36386309133286,38.19789002176186,102.56175311309471,0.0,5,49,0.4611889999359846,vbbr_brd,verified_gain_tolerance
1,502377,50,40.0,20.0,0.01,0.01,6.126365477550465,1.329107704642034,6.116365477550465,1.319107704642034,0.24093621099346327,0.9999999999999997,0.1,5,1173.0501649657922,58.946156928489344,26.382154092840672,85.32831102133002,0.0,7,61,0.5488259997218847,vbbr_brd,verified_gain_tolerance
1,502377,50,60.0,20.0,0.01,0.01,3.36212703088242,2.6163973974984502,3.35212703088242,2.6063973974984505,0.3199726573943282,1.0,0.14,7,1162.6963980051441,64.35533963968842,52.12794794996901,116.48328758965744,0.0,5,49,0.5529974000528455,vbbr_brd,verified_gain_tolerance
1,502377,50,80.0,20.0,0.01,0.01,3.36212703088242,2.6163973974984502,3.35212703088242,2.6063973974984505,0.23997949304574612,1.0,0.14,7,1162.6963980051441,64.35533963968842,52.12794794996901,116.48328758965744,0.0,5,49,0.6055137999355793,vbbr_brd,verified_gain_tolerance
1,502377,50,100.0,20.0,0.01,0.01,3.36212703088242,2.6163973974984502,3.35212703088242,2.6063973974984505,0.1919835944365969,1.0,0.14,7,1162.6963980051441,64.35533963968842,52.12794794996901,116.48328758965744,0.0,5,49,0.894849400036037,vbbr_brd,verified_gain_tolerance
1,502377,50,120.0,20.0,0.01,0.01,3.36212703088242,2.6163973974984502,3.35212703088242,2.6063973974984505,0.1599863286971641,1.0,0.14,7,1162.6963980051441,64.35533963968842,52.12794794996901,116.48328758965744,0.0,5,49,0.8182507995516062,vbbr_brd,verified_gain_tolerance
1,502377,50,20.0,40.0,0.01,0.01,5.097082197155558,1.3646066065413378,5.087082197155558,1.3546066065413378,0.9989991968821469,0.9999999999999998,0.18,9,1157.638412030006,101.6398205886374,54.1842642616535,155.82408485029092,0.0,5,49,0.8847852991893888,vbbr_brd,verified_gain_tolerance
1,502377,50,40.0,40.0,0.01,0.01,4.450066837766625,1.7560424543860036,4.440066837766625,1.7460424543860036,0.5224943177252028,0.8784929739111214,0.18,9,1159.564831640223,92.79638772212685,61.35544113314535,154.15182885527219,0.0,6,55,1.4753630002960563,vbbr_brd,verified_gain_tolerance
1,502377,50,60.0,40.0,0.01,0.01,4.0137031754455155,1.9744544873496506,4.003703175445516,1.9644544873496506,0.36677603695307126,0.8284803922147276,0.18,9,1157.6597476470388,88.10774302957998,65.10048096669681,153.20822399627679,0.0,6,55,1.7700821999460459,vbbr_brd,verified_gain_tolerance
1,502377,50,80.0,40.0,0.01,0.01,4.7397809944554865,1.5713604241190193,4.729780994455487,1.5613604241190193,0.25899228588784917,0.9827876540163715,0.18,9,1158.6213766202936,97.9981433202345,61.37942993175751,159.377573251992,0.0,5,49,1.673722299747169,vbbr_brd,verified_gain_tolerance
1,502377,50,100.0,40.0,0.01,0.01,4.7397809944554865,1.5713604241190193,4.729780994455487,1.5613604241190193,0.20719382871027936,0.9827876540163715,0.18,9,1158.6213766202936,97.9981433202345,61.37942993175751,159.377573251992,0.0,5,49,1.306556399911642,vbbr_brd,verified_gain_tolerance
1,502377,50,120.0,40.0,0.01,0.01,4.7397809944554865,1.5713604241190193,4.729780994455487,1.5613604241190193,0.1726615239252328,0.9827876540163715,0.18,9,1158.6213766202936,97.9981433202345,61.37942993175751,159.377573251992,0.0,5,49,1.789003700017929,vbbr_brd,verified_gain_tolerance
1,502377,50,20.0,60.0,0.01,0.01,5.713356070069383,1.0560880025978034,5.7033560700693835,1.0460880025978034,1.0000000000000002,0.9912104197627803,0.2,10,1154.6581976551697,114.06712140138767,62.21359968982664,176.2807210912143,0.0,10,85,3.101520599797368,vbbr_brd,verified_gain_tolerance
1,502377,50,40.0,60.0,0.01,0.01,5.398940000214503,1.2274679407610376,5.388940000214503,1.2174679407610376,0.5401885668673951,0.9194134109639045,0.2,10,1157.4816874568407,116.44175102601011,67.16138112925837,183.6031321552685,0.0,3,37,2.0655388003215194,vbbr_brd,verified_gain_tolerance
1,502377,50,60.0,60.0,0.01,0.01,5.788701580977559,1.150093148546323,5.778701580977559,1.140093148546323,0.34779056719243795,0.9498377042965557,0.2,10,1161.4188932514594,120.58667402904142,64.9742075339683,185.56088156300973,0.0,5,49,2.225076200440526,vbbr_brd,verified_gain_tolerance
1,502377,50,80.0,60.0,0.01,0.01,5.728405400042516,1.0492472997812663,5.718405400042516,1.0392472997812663,0.26221212506069225,0.9944363323206266,0.2,10,1154.2783090833566,119.95481855229488,62.00791639011583,181.96273494241072,0.0,5,49,1.874541999772191,vbbr_brd,verified_gain_tolerance
1,502377,50,100.0,60.0,0.01,0.01,3.8261724855191814,1.3439678484191186,3.8161724855191816,1.3339678484191186,0.30356997334081753,1.0,0.24,12,1124.0026380432992,115.84753796930194,80.03807090514712,195.88560887444908,0.0,3,37,1.7314569000154734,vbbr_brd,verified_gain_tolerance
1,502377,50,120.0,60.0,0.01,0.01,3.8261724855191814,1.3439678484191186,3.8161724855191816,1.3339678484191186,0.2529749777840146,1.0,0.24,12,1124.0026380432992,115.84753796930194,80.03807090514712,195.88560887444908,0.0,3,37,1.909748999401927,vbbr_brd,verified_gain_tolerance
1,502377,50,20.0,80.0,0.01,0.01,7.217974701098419,0.6008067784350642,7.207974701098419,0.5908067784350642,0.9343766060879464,0.9856205837077063,0.2,10,1153.2590487863677,134.69925875960243,46.584905745571,181.28416450517344,0.0,5,55,3.136267900466919,vbbr_brd,verified_gain_tolerance
1,502377,50,40.0,80.0,0.01,0.01,3.970436038671844,1.29979139240726,3.960436038671844,1.28979139240726,0.7988263867622398,0.8551434824044974,0.26,13,1125.6567165327283,126.54803243100748,88.23653623027921,214.7845686612867,0.0,7,61,3.205476999282837,vbbr_brd,verified_gain_tolerance
1,502377,50,60.0,80.0,0.01,0.01,4.171507046030598,1.2407273559607128,4.161507046030598,1.2307273559607128,0.5195576625937042,0.8752611247508904,0.26,13,1127.9145699423364,129.72857242217327,86.17662478718904,215.9051972093623,0.0,5,49,2.7912563998252153,vbbr_brd,verified_gain_tolerance
1,502377,50,80.0,80.0,0.01,0.01,4.171507046030598,1.2407273559607128,4.161507046030598,1.2307273559607128,0.38966824694527813,0.8752611247508904,0.26,13,1127.9145699423364,129.72857242217327,86.17662478718904,215.9051972093623,0.0,5,49,2.8659570002928376,vbbr_brd,verified_gain_tolerance
1,502377,50,100.0,80.0,0.01,0.01,4.171507046030598,1.2407273559607128,4.161507046030598,1.2307273559607128,0.3117345975562225,0.8752611247508904,0.26,13,1127.9145699423364,129.72857242217327,86.17662478718904,215.9051972093623,0.0,5,49,2.8804325005039573,vbbr_brd,verified_gain_tolerance
1,502377,50,120.0,80.0,0.01,0.01,3.4232318346218134,1.4319051283812547,3.4132318346218136,1.4219051283812547,0.2867689282729286,0.8147393572483856,0.26,13,1116.3433686256042,117.45706021938473,92.67856562924214,210.1356258486269,0.0,4,43,2.920113299973309,vbbr_brd,verified_gain_tolerance
1,502377,50,20.0,100.0,0.01,0.01,7.250996971962977,0.5,7.240996971962978,0.49,0.9999999999999998,0.9796903911625391,0.22,11,1144.5258287759434,144.8199394392595,48.004829166964406,192.82476860622393,0.0,2,31,1.248288500122726,vbbr_brd,verified_gain_tolerance
1,502377,50,40.0,100.0,0.01,0.01,4.912312117748426,1.3318754348693373,4.902312117748426,1.3218754348693373,0.6096813706383978,0.5610239030296273,0.22,11,1151.940840813776,119.55393484984351,74.16037157893814,193.71430642878164,0.0,5,49,1.7414178000763059,vbbr_brd,verified_gain_tolerance
1,502377,50,60.0,100.0,0.01,0.01,4.0510991771869875,1.1043010645793718,4.041099177186988,1.0943010645793718,0.5272223435837996,0.7422018968056571,0.26,13,1114.3027577583923,127.8334667310653,81.21923258072597,209.0526993117913,0.0,4,43,3.501350900158286,vbbr_brd,verified_gain_tolerance
1,502377,50,80.0,100.0,0.01,0.01,3.1332155614161694,1.5802796192490638,3.1232155614161696,1.5702796192490638,0.4839301514990774,0.6635337770867791,0.28,14,1115.4517773114328,120.91345438403225,104.19335668427206,225.1068110683043,0.0,3,37,2.4082220001146197,vbbr_brd,verified_gain_tolerance
1,502377,50,100.0,100.0,0.01,0.01,4.002506174702637,1.2901794360140713,3.992506174702637,1.2801794360140712,0.3182478586399406,0.6866584164289803,0.26,13,1126.02060607588,127.06065407058549,87.90459842783673,214.96525249842222,0.0,5,49,2.782108699902892,vbbr_brd,verified_gain_tolerance
1,502377,50,120.0,100.0,0.01,0.01,3.4494340484967974,1.4167765100512062,3.4394340484967976,1.4067765100512062,0.2856776906439192,0.6552622239592801,0.26,13,1116.2546386155188,117.90834913159564,92.18075045898279,210.08909959057843,0.0,4,43,2.863714199513197,vbbr_brd,verified_gain_tolerance
1,502377,50,20.0,120.0,0.01,0.01,7.250996971962977,0.5,7.240996971962978,0.49,0.9999999999999998,0.8164086593021159,0.22,11,1144.5258287759434,144.8199394392595,48.004829166964406,192.82476860622393,0.0,2,31,1.3536400003358722,vbbr_brd,verified_gain_tolerance
1,502377,50,40.0,120.0,0.01,0.01,5.5074855567209315,0.9097707420033984,5.497485556720932,0.8997707420033983,0.6214906894521349,0.6369384610868115,0.24,12,1140.109821283959,136.6654435559858,68.77183100910996,205.43727456509578,0.0,3,37,2.452773299999535,vbbr_brd,verified_gain_tolerance
