n_users,variant,epsilon_mean,epsilon_std,runtime_mean,runtime_std,stage2_calls_mean,stage2_calls_std,count
20,DevTargetOnly,493.72668283394717,0.0,0.9130018329888117,0.0,2.0,0.0,1
20,Full,87.0997124896375,0.0,112.31042831201921,0.0,2.0,0.0,1
20,NeighborhoodOnly,87.0997124896375,0.0,64.61062010101159,0.0,2.0,0.0,1
20,NoPrio,87.0997124896375,0.0,25.990483142988523,0.0,2.0,0.0,1
20,RandomRestart,511.7460796797034,0.0,1.0706525570130907,0.0,10.0,0.0,1
