trial,seed,n_users,variant,epsilon,runtime_sec,stage2_oracle_calls,outer_iterations
0,20302001,20,Full,87.0997124896375,112.31042831201921,2,4
0,20302001,20,NoPrio,87.0997124896375,25.990483142988523,2,14
0,20302001,20,NeighborhoodOnly,87.0997124896375,64.61062010101159,2,3
0,20302001,20,DevTargetOnly,493.72668283394717,0.9130018329888117,2,1
0,20302001,20,RandomRestart,511.7460796797034,1.0706525570130907,10,10
