pE,pN,value_mean,value_std
3.657627119,0.3016949153,0.398,0.04935585072
3.741525424,0.3016949153,0.393,0.04539823785
3.825423729,0.3016949153,0.383,0.04196427052
3.909322034,0.3016949153,0.371,0.04085339643
3.993220339,0.3016949153,0.365,0.03956008089
4.077118644,0.3016949153,0.36,0.04098780306
4.161016949,0.3016949153,0.357,0.03925557285
4.244915254,0.3016949153,0.349,0.03360059523
4.328813559,0.3016949153,0.341,0.03419064199
4.412711864,0.3016949153,0.335,0.03413209633
4.496610169,0.3016949153,0.328,0.03059411708
4.580508475,0.3016949153,0.322,0.02925747768
4.66440678,0.3016949153,0.315,0.03008321791
4.748305085,0.3016949153,0.31,0.03130495168
4.83220339,0.3016949153,0.303,0.02685144316
4.916101695,0.3016949153,0.295,0.02617250466
5,0.3016949153,0.29,0.02828427125
0.05,0.3855932203,0.905,0.02578759392
0.1338983051,0.3855932203,0.878,0.02785677655
0.2177966102,0.3855932203,0.854,0.02870540019
0.3016949153,0.3855932203,0.844,0.02870540019
0.3855932203,0.3855932203,0.833,0.0283019434
0.4694915254,0.3855932203,0.816,0.03261901286
0.5533898305,0.3855932203,0.802,0.02925747768
0.6372881356,0.3855932203,0.788,0.0302654919
0.7211864407,0.3855932203,0.77,0.02645751311
0.8050847458,0.3855932203,0.756,0.03072458299
0.8889830508,0.3855932203,0.749,0.02773084925
0.9728813559,0.3855932203,0.737,0.031
1.056779661,0.3855932203,0.719,0.03360059523
1.140677966,0.3855932203,0.705,0.03354101966
1.224576271,0.3855932203,0.695,0.03801315562
1.308474576,0.3855932203,0.681,0.04323193264
1.392372881,0.3855932203,0.67,0.04242640687
1.476271186,0.3855932203,0.658,0.04354308211
1.560169492,0.3855932203,0.645,0.04318564576
1.644067797,0.3855932203,0.626,0.048
1.727966102,0.3855932203,0.612,0.04578209257
1.811864407,0.3855932203,0.6,0.04669047012
1.895762712,0.3855932203,0.576,0.04586937976
