figure_id,block,method,n_users,trial,ratio,cE,cN,social_cost,esp_revenue,nsp_revenue,joint_revenue,comp_utilization,band_utilization,final_pE,final_pN,offloading_size,restricted_gap,runtime_sec,stage2_calls
E2-cost-ratio,E,Full model,100,10,0.01,0.01,1.0,2116.851106753871,99.5725145607457,34.44121909210379,134.0137336528495,0.2851490944939032,0.9713823804784232,3.187584087555393,1.8610304773025947,11,0.0,1.6909595420002006,79
E2-cost-ratio,E,ME,100,10,0.01,0.01,1.0,1937.5711769322031,49.0,0.0,49.0,0.6528923409045936,0.756102834366461,0.5,1.0,16,124.92604996673452,2.382008208980551,0
E2-cost-ratio,E,SingleSP,100,10,0.01,0.01,1.0,1884.4560814115816,242.80889001287835,0.0,242.80889001287835,1.751665471138732,0.6048764271372591,0.01,1.0,16,152.45552199216814,0.04848716699052602,0
E2-cost-ratio,E,Coop,100,10,0.01,0.01,1.0,2068.7611212509214,69.53017517174271,109.81666666666668,179.34684183840938,0.9286166967845436,0.9910202475176545,0.75875,3.745416666666667,16,3.9399596074710104,369.90511466699536,625
E2-cost-ratio,E,Rand,100,10,0.01,0.01,1.0,2159.2151761914374,5.2518542840747955,3.780522225682657,9.032376509757452,0.5906835462859333,0.9917560597907183,1.2752044077766236,2.265204407776624,2,90.20984089302733,0.44785737499478273,0
E2-cost-ratio,E,Full model,100,1,0.1,0.01,0.09999999999999999,2245.4702023577447,109.20299150441947,84.04945097653365,193.2524424809531,0.23514212112444555,0.8069066729532519,4.654127176458759,2.7040635737003953,10,0.0,1.7011209170159418,55
E2-cost-ratio,E,ME,100,1,0.1,0.01,0.09999999999999999,1951.5254066771042,49.0,15.999999999999998,65.0,0.6594990107736669,0.5369842794488204,0.5,0.5,17,188.76740702241702,3.8059332499979064,0
E2-cost-ratio,E,SingleSP,100,1,0.1,0.01,0.09999999999999999,1886.5254066771042,414.9833092920941,0.0,414.9833092920941,0.12528473292430112,0.6185834289476024,0.01,0.09999999999999999,17,237.1523304648621,0.05250512500060722,0
E2-cost-ratio,E,Coop,100,1,0.1,0.01,0.09999999999999999,2162.3896735391972,79.32453174339899,176.73930436493282,256.0638361083318,0.7945696001008247,0.9835242313017964,1.0083333333333333,4.5925,16,12.665397224760724,628.3559742080106,625
E2-cost-ratio,E,Rand,100,1,0.1,0.01,0.09999999999999999,2299.7701613406166,10.993957569395207,3.551733539674309,14.545691109069516,0.5183626777982628,0.9101574969426519,1.3583258935721116,1.4483258935721117,2,151.00842390810377,0.23967812498449348,0
E2-cost-ratio,E,Full model,100,2,0.1,0.01,0.09999999999999999,2156.257257612897,82.28931874897374,94.46241153282254,176.75173028179628,0.3206281138978315,0.58029365588368,2.576503534222059,4.169595220241282,10,0.0,1.1415220419876277,61
E2-cost-ratio,E,ME,100,2,0.1,0.01,0.09999999999999999,1890.9110238217286,49.0,15.999999999999998,65.0,0.7196030133550879,0.8437538926022186,0.5,0.5,17,157.76021209029662,2.503095416992437,0
E2-cost-ratio,E,SingleSP,100,2,0.1,0.01,0.09999999999999999,1825.9110238217286,376.92281736590695,0.0,376.92281736590695,1.7057717558307366,0.7347218056217644,0.01,0.09999999999999999,17,201.54340431811116,0.05247170900111087,0
E2-cost-ratio,E,Coop,100,2,0.1,0.01,0.09999999999999999,2050.4848319113503,72.93014086200803,149.75,222.68014086200805,0.974025253582745,0.9995703687539542,0.75875,3.8437500000000004,17,16.65436176051216,484.5454134159954,625
E2-cost-ratio,E,Rand,100,2,0.1,0.01,0.09999999999999999,2204.2819598022324,14.431760900119839,4.81583355799035,19.24759445811019,0.30217042811779493,0.6851649693670405,2.900881733308327,2.9908817333083273,2,86.72266938089655,0.23693462501978502,0
E2-cost-ratio,E,Full model,100,3,0.1,0.01,0.09999999999999999,2117.551574121773,78.08410048033903,91.54515333041051,169.62925381074956,0.3170796736609716,0.8333047585479015,2.4726018936750966,2.8464487749336476,10,0.0,0.9222765830054414,49
E2-cost-ratio,E,ME,100,3,0.1,0.01,0.09999999999999999,1912.4205800881252,49.0,15.999999999999998,65.0,0.5746454666966787,0.8911641045215539,0.5,0.5,16,158.82625189086684,2.34606308300863,0
E2-cost-ratio,E,SingleSP,100,3,0.1,0.01,0.09999999999999999,1847.4205800881252,345.1843355614284,0.0,345.1843355614284,0.13778320833696608,0.6869820759972886,0.01,0.09999999999999999,16,207.0423236716695,0.048928167001577094,0
E2-cost-ratio,E,Coop,100,3,0.1,0.01,0.09999999999999999,2080.8491469834858,64.14835355655222,152.520052801298,216.66840635785022,0.8567392795532852,0.9548417328962729,0.75875,4.093333333333334,15,8.519315436740115,465.9163963330211,625
E2-cost-ratio,E,Rand,100,3,0.1,0.01,0.09999999999999999,2174.9373298960177,3.038468509229782,3.0658769024165466,6.104345411646328,0.39224409999878435,0.9922831814396481,0.6522658220142522,0.7422658220142522,3,118.90810119030137,0.3145019579969812,0
E2-cost-ratio,E,Full model,100,4,0.1,0.01,0.09999999999999999,2233.407571388074,130.2901278151474,110.31227427360088,240.60240208874828,0.37993504386021776,0.9520422492340701,3.2236814378940566,2.857806856840022,14,0.0,1.5960749580117408,49
E2-cost-ratio,E,ME,100,4,0.1,0.01,0.09999999999999999,1958.3385207590493,49.00000000000001,16.000000000000004,65.00000000000001,0.7312277310000482,0.5162679823781657,0.5,0.5,18,192.63174636617396,2.6115827500179876,0
E2-cost-ratio,E,SingleSP,100,4,0.1,0.01,0.09999999999999999,1893.3385207590493,433.82776863399783,0.0,433.82776863399783,1.7025512361163695,0.6916475425662072,0.01,0.09999999999999999,18,235.52164017162784,0.05478558302274905,0
