method,count,social_cost_mean,social_cost_std,esp_revenue_mean,esp_revenue_std,nsp_revenue_mean,nsp_revenue_std,epsilon_proxy_mean,epsilon_proxy_std,offloading_size_mean,offloading_size_std,runtime_sec_est_mean,runtime_sec_est_std
GSSE,1,113.35548720485247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016453874995931983,0.0
