trial,seed,n_users,iteration,pE,pN,epsilon,offloading_size
0,20280001,20,0,0.5,0.5,442.4868469349333,8
0,20280001,20,1,9.07085595442362,0.8367498475966265,63.383564779087,2
0,20280001,20,2,9.07085595442362,0.8367498475966265,41.73164158331186,8
0,20280001,20,3,9.07085595442362,0.8367498475966265,40.27631570323549,16
0,20280001,20,4,9.07085595442362,0.8367498475966265,71.64692132775612,1
