iteration,pE,pN,epsilon
0,1.2969809951686968,0.8674132712513373,76.66668920105808
1,1.2969809951686968,0.8674132712513373,76.38610639437786
2,9.644246950172882,1.1953782438449294,27.530773616742742
3,9.644246950172882,1.1953782438449294,5.351159905174164
4,9.644246950172882,1.1953782438449294,0.9105466589718318
5,9.644246950172882,1.1953782438449294,0.0
6,9.644246950172882,1.1953782438449294,35.45665013206257
