iteration,pE,pN,epsilon
0,1.1230925654758392,0.8489486031366155,196.2042366135175
1,1.1230925654758392,0.8489486031366155,134.03185146355136
2,15.651998019925625,1.4197908531462626,47.518173684189144
3,15.651998019925625,1.4197908531462626,0.0
4,15.651998019925625,1.4197908531462626,51.622384381445215
