n_users,empirical_ratio_mean,empirical_ratio_std,theorem2_bound_mean,theorem2_bound_std,v_optimal_mean,v_empty_mean,count
6,0.757783945939736,0.27707534351611673,1.6915873119287341,0.881788563346028,1318620.831299283,137.6141022177622,10
8,0.8358587015593244,0.08838118585934963,1.9563653082563015,1.217216602623215,146.21138460413644,193.4032513051362,10
10,0.9151380763244024,0.0998160825243829,6.6342356317522215,6.506754070579067,162.76871749866518,256.32047347081397,10
12,0.9029413322749793,0.058618033367678325,4.097530365650451,7.530691794549963,196.46034822176088,260.3296543105359,10
