trial,trial_seed,n_users,ratio,F,B,cE,cN,final_pE,final_pN,price_margin_E,price_margin_N,comp_utilization,band_utilization,offloading_ratio,offloading_size,social_cost,esp_revenue,nsp_revenue,joint_revenue,restricted_gap,outer_iterations,stage2_oracle_calls,runtime_sec,stage1_method,stopping_reason
4,502380,50,0.2,28.284271247461902,141.4213562373095,0.01,0.01,3.36517908363337,0.6908582080670763,3.35517908363337,0.6808582080670763,0.9813651906930969,0.5700961800968567,0.22,11,1034.4757634520595,93.13037433170054,54.893358957086406,148.02373328878696,0.0,3,37,0.9400915000587702,vbbr_brd,verified_gain_tolerance
4,502380,50,0.3,34.64101615137755,115.47005383792515,0.01,0.01,3.0794564001564315,0.7675560075969312,3.0694564001564317,0.7575560075969312,0.8376297244399836,0.6624196149006932,0.22,11,1032.3899627736157,89.06440529602075,57.94517766166745,147.0095829576882,0.0,3,37,1.018758300691843,vbbr_brd,verified_gain_tolerance
4,502380,50,0.4,40.0,100.0,0.01,0.01,3.0277491211871865,0.7822557366137117,3.0177491211871867,0.7722557366137117,0.6709869629639424,0.6731858164154018,0.2,10,1032.0022993856198,80.99481271249986,51.98716085337789,132.98197356587775,7.313771491824596,11,79,1.9275140007957816,vbbr_brd,cycle_safeguard
4,502380,50,0.5,44.721359549995796,89.44271909999159,0.01,0.01,2.8998560501773927,0.8197771349223163,2.889856050177393,0.8097771349223163,0.6686156158168687,0.8274936996424752,0.22,11,1031.0289850130573,86.41073983680549,59.93426711579608,146.34500695260158,0.0,3,37,0.9538196995854378,vbbr_brd,verified_gain_tolerance
4,502380,50,1.0,63.245553203367585,63.245553203367585,0.01,0.01,2.988386733206061,1.0379220620603955,2.978386733206061,1.0279220620603955,0.39346394778311466,0.8151943279268345,0.18,9,1046.9386952430598,74.1166923343292,52.997005613850625,127.11369794817983,0.0,3,37,0.7469357000663877,vbbr_brd,verified_gain_tolerance
4,502380,50,1.5,77.45966692414834,51.63977794943222,0.01,0.01,2.6075411331159692,1.2841131608171013,2.5975411331159695,1.2741131608171012,0.3439237214251985,0.8976096272152936,0.18,9,1049.156732625017,69.19905921602387,59.05815424850986,128.25721346453372,0.0,5,55,1.025024799630046,vbbr_brd,verified_gain_tolerance
4,502380,50,2.0,89.44271909999159,44.721359549995796,0.01,0.01,2.140181257028568,1.633530508550945,2.130181257028568,1.623530508550945,0.2975617473314581,0.8441065692517775,0.16,8,1051.3148432850912,56.69420280173054,61.287616541105855,117.98181934283639,0.0,5,49,0.8812737008556724,vbbr_brd,verified_gain_tolerance
4,502380,50,2.5,100.0,40.0,0.01,0.01,2.016889814157829,1.7395091926807458,2.0068898141578293,1.7295091926807458,0.3029090537320604,0.9956350137833849,0.18,9,1051.9225918612353,60.790509455105855,68.87839635572742,129.66890581083328,0.0,4,43,0.6920943995937705,vbbr_brd,verified_gain_tolerance
4,502380,50,3.0,109.54451150103323,36.51483716701107,0.01,0.01,1.6611509567535063,2.0857609500767085,1.6511509567535063,2.0757609500767087,0.27577328890791836,0.9149013502604594,0.16,8,1053.7888410678747,49.88036263119316,69.34592961419897,119.22629224539213,0.0,3,37,0.5971498005092144,vbbr_brd,verified_gain_tolerance
4,502380,50,4.0,126.49110640673517,31.622776601683793,0.01,0.01,1.7679072291429745,1.9748968944732763,1.7579072291429745,1.9648968944732763,0.23150354449530378,1.0000000000000002,0.16,8,1053.6679298115118,51.47704258440703,62.13549553927068,113.61253812367771,0.0,7,61,0.7992219999432564,vbbr_brd,verified_gain_tolerance
