iteration,pE,pN,epsilon,dist_to_se
0,0.2727461452667157,2.021098574612216,419.6568488660911,5.731254218424467
1,0.5433374596442012,5.306191427340405,281.0185136720588,6.482245500171587
2,0.7783301619733592,7.815572061069968,180.67193049955478,7.960450622322066
3,0.9529043125932395,12.77810225675824,41.81135111919548,12.076351253838455
4,0.9528950799849338,12.778060949981809,2.5017961888806894e-06,12.07631758616243
