iteration,pE,pN,epsilon,dist_to_se,epsilon_delta
0,0.6383055917684638,2.9895404334735023,211.61593279847528,1.2390558205545228,nan
1,0.9515280857925745,7.935330905333858,3.036655516056669,5.855286029935907,208.57927728241862
2,0.9515280857925745,7.935330905333858,1.4210854715202004e-14,5.855286029935907,3.036655516056655
3,0.9515280857925745,7.935330905333858,1.4210854715202004e-14,5.855286029935907,0.0
4,0.9515280857925745,7.935330905333858,1.4210854715202004e-14,5.855286029935907,0.0
5,0.9515280857925745,7.935330905333858,1.4210854715202004e-14,5.855286029935907,nan
